Sample_ID,Plant_Type,Disease_Class,Leaf_Color_Index,Spot_Count,Spot_Size_mm,Temperature_C,Humidity_%,Soil_pH,Nitrogen,Phosphorus,Potassium,Disease_Severity,Target_Label
L0583,Grape,Septoria Leaf Spot,0.494,41,7.4,18.8,71,7.8,91,106,112,Severe,5
L0584,Grape,Septoria Leaf Spot,0.672,47,4.72,34.4,92,6.8,59,31,116,Severe,5
L0585,Corn,Septoria Leaf Spot,0.833,28,6.19,32.3,49,6.2,84,35,217,Moderate,5
L0586,Grape,Septoria Leaf Spot,0.569,26,2.07,21.6,48,5.8,185,31,163,Moderate,5
L0587,Grape,Septoria Leaf Spot,0.907,49,7.9,22.9,83,7.4,116,87,187,Severe,5
L0588,Potato,Septoria Leaf Spot,0.699,27,4.22,30.4,76,6.6,96,98,99,Severe,5
L0589,Potato,Septoria Leaf Spot,0.301,23,0.68,28.6,52,7.2,103,98,146,Severe,5
L0590,Apple,Septoria Leaf Spot,0.527,7,6.55,21.6,85,6,122,52,57,Moderate,5
L0591,Grape,Septoria Leaf Spot,0.657,24,6.25,19.9,66,6.3,195,98,47,Moderate,5
L0592,Apple,Septoria Leaf Spot,0.842,17,7.42,26.1,75,7.3,84,81,79,Mild,5
L0593,Grape,Septoria Leaf Spot,0.882,34,3.97,31.8,92,5.6,183,58,184,Severe,5
L0594,Apple,Septoria Leaf Spot,0.661,48,0.64,27.8,66,7.3,140,28,78,Severe,5
L0595,Apple,Septoria Leaf Spot,0.939,6,5.2,32.3,81,6.9,97,96,69,Moderate,5
L0596,Apple,Septoria Leaf Spot,0.761,50,2.54,19.5,60,6.4,127,47,174,Moderate,5
L0597,Tomato,Septoria Leaf Spot,0.543,16,0.78,21.4,50,6.5,56,81,168,Moderate,5
L0598,Apple,Septoria Leaf Spot,0.9,17,5.99,26.9,94,6.3,75,86,213,Mild,5
L0599,Tomato,Septoria Leaf Spot,0.599,18,5.85,26.9,45,6.2,61,107,192,Mild,5
L0600,Corn,Septoria Leaf Spot,0.878,26,1.27,31,92,6.2,197,117,119,Mild,5
L0601,Apple,Powdery Mildew,0.43,18,2.65,27,94,6.5,80,54,78,Severe,6
L0602,Tomato,Powdery Mildew,0.31,22,5.17,26.7,58,6.7,190,60,109,Mild,6
L0603,Apple,Powdery Mildew,0.673,50,1.78,23.3,66,6.7,62,36,47,Mild,6
L0604,Tomato,Powdery Mildew,0.369,48,0.9,25.2,56,7.1,164,98,131,Moderate,6
L0605,Potato,Powdery Mildew,0.763,26,5.53,27.1,93,7.3,195,36,63,Moderate,6
L0606,Tomato,Powdery Mildew,0.596,34,5.63,30.1,74,6.6,107,38,197,Severe,6
L0607,Corn,Powdery Mildew,0.419,28,7.38,23.6,65,6.5,57,28,161,Moderate,6
L0608,Corn,Powdery Mildew,0.6,27,1.78,31.1,83,6.8,180,33,143,Mild,6
L0609,Apple,Powdery Mildew,0.661,11,1.03,23.1,74,6.4,155,50,198,Severe,6
L0610,Potato,Powdery Mildew,0.933,40,3.38,23.8,89,6.9,161,92,127,Mild,6
L0611,Potato,Powdery Mildew,0.413,49,5.52,30.6,90,6.8,174,34,191,Severe,6
L0612,Apple,Powdery Mildew,0.661,34,6.67,21,70,5.7,77,107,192,Severe,6
L0613,Corn,Powdery Mildew,0.719,25,0.96,21.7,53,7.5,50,116,77,Moderate,6
L0614,Corn,Powdery Mildew,0.645,14,3.42,27.8,57,6,131,58,185,Severe,6
L0615,Corn,Powdery Mildew,0.767,24,7.36,34.8,82,5.5,180,71,72,Severe,6
L0616,Apple,Powdery Mildew,0.886,8,7.76,18,80,7.4,141,34,112,Moderate,6
L0617,Corn,Powdery Mildew,0.756,20,3.46,23.4,69,6.4,161,89,94,Mild,6
L0618,Corn,Powdery Mildew,0.39,16,4.67,32.3,68,7.4,89,56,211,Severe,6
L0619,Tomato,Powdery Mildew,0.347,13,0.62,30.3,76,7,84,30,75,Mild,6
L0620,Corn,Powdery Mildew,0.881,31,5.72,33.8,84,5.9,180,74,181,Severe,6
L0621,Apple,Powdery Mildew,0.447,29,3.69,18.1,76,7.4,110,111,168,Moderate,6
L0622,Grape,Powdery Mildew,0.675,31,0.75,18.6,75,7.1,78,94,163,Moderate,6
L0623,Potato,Powdery Mildew,0.775,10,4.45,32.6,93,7.3,169,86,60,Severe,6
L0624,Tomato,Powdery Mildew,0.459,44,5.23,29.3,87,5.7,188,94,119,Severe,6
L0625,Apple,Powdery Mildew,0.648,8,0.58,25.7,75,6.8,134,73,130,Severe,6
L0626,Potato,Powdery Mildew,0.323,23,7.42,30.7,91,7.3,116,27,201,Moderate,6
L0627,Potato,Powdery Mildew,0.672,42,5.42,23,92,6.9,123,82,61,Moderate,6
L0628,Tomato,Powdery Mildew,0.853,37,2.58,20.3,62,6.1,115,21,68,Mild,6
L0629,Grape,Powdery Mildew,0.78,16,5.44,24.3,56,6.1,110,82,86,Severe,6
L0630,Apple,Powdery Mildew,0.94,7,7.76,28.1,54,7.4,155,118,138,Severe,6
L0631,Corn,Powdery Mildew,0.772,47,1.75,27.8,67,5.6,117,116,69,Mild,6
L0632,Corn,Powdery Mildew,0.559,15,2.76,30.7,93,7.6,109,68,214,Mild,6
L0633,Corn,Powdery Mildew,0.471,29,4.48,25.4,63,7.6,164,68,213,Severe,6
L0634,Tomato,Powdery Mildew,0.363,38,4.48,24,72,6.9,119,62,109,Moderate,6
L0635,Apple,Powdery Mildew,0.725,11,3.43,31.1,92,6.1,200,118,89,Moderate,6
L0636,Potato,Powdery Mildew,0.504,26,0.58,18.1,49,5.5,75,87,66,Severe,6
L0637,Apple,Powdery Mildew,0.443,33,2.62,21.3,46,6.9,64,96,208,Severe,6
L0638,Tomato,Powdery Mildew,0.76,43,1.4,32.6,53,6.4,194,43,68,Mild,6
L0639,Apple,Powdery Mildew,0.491,16,5.45,19.3,74,7.6,120,118,149,Severe,6
L0640,Apple,Powdery Mildew,0.467,47,6.36,22.7,48,6.4,135,27,106,Severe,6
L0641,Corn,Powdery Mildew,0.345,16,7.85,21.4,70,5.9,175,33,76,Moderate,6
L0642,Potato,Powdery Mildew,0.699,32,1.3,25.5,61,5.7,68,29,186,Severe,6
L0643,Corn,Powdery Mildew,0.312,21,4.23,29.1,45,7.6,149,54,78,Severe,6
L0644,Corn,Powdery Mildew,0.674,26,4.37,34,76,6.6,153,113,57,Severe,6
L0645,Tomato,Powdery Mildew,0.55,19,5.67,31.3,52,6.8,141,62,214,Severe,6
L0646,Tomato,Powdery Mildew,0.711,30,7.69,19.5,79,7.5,137,30,157,Moderate,6
L0647,Potato,Powdery Mildew,0.415,46,0.79,24.5,57,6.2,149,33,201,Moderate,6
L0648,Corn,Powdery Mildew,0.355,27,5.25,30.5,53,5.6,56,112,191,Severe,6
L0649,Corn,Powdery Mildew,0.341,36,4.55,23.2,79,7.7,165,22,49,Mild,6
L0650,Apple,Powdery Mildew,0.812,8,0.82,20,86,7,167,106,177,Moderate,6
L0651,Potato,Powdery Mildew,0.901,42,0.78,20.4,86,5.5,61,51,219,Mild,6
L0652,Tomato,Powdery Mildew,0.412,13,0.87,23.2,95,5.7,93,95,56,Severe,6
L0653,Corn,Powdery Mildew,0.687,12,5.12,19.1,57,6.5,152,61,70,Mild,6
L0654,Grape,Powdery Mildew,0.389,41,6.77,31.5,93,5.6,94,62,56,Severe,6
L0655,Potato,Powdery Mildew,0.792,22,1.76,24.3,55,6.5,198,25,74,Mild,6
L0656,Grape,Powdery Mildew,0.544,45,1.68,33,50,5.5,95,31,220,Mild,6
L0657,Apple,Powdery Mildew,0.571,42,6.56,31.1,89,5.8,86,101,109,Severe,6
L0658,Corn,Powdery Mildew,0.456,33,1.81,29.8,83,5.9,177,98,62,Severe,6
L0659,Apple,Powdery Mildew,0.572,24,4.68,21.3,78,7.7,142,117,178,Severe,6
L0660,Corn,Powdery Mildew,0.801,19,5.44,22.7,57,5.8,88,107,161,Severe,6
L0661,Potato,Powdery Mildew,0.736,16,0.82,29,63,6,114,62,197,Moderate,6
L0662,Tomato,Powdery Mildew,0.781,7,7.44,21,95,5.6,181,34,58,Moderate,6
L0663,Grape,Powdery Mildew,0.677,33,3.64,30.7,65,6,78,61,98,Mild,6
L0664,Corn,Powdery Mildew,0.865,20,3.32,21.8,75,6.8,63,75,77,Mild,6
L0665,Corn,Powdery Mildew,0.416,44,3.3,25.8,57,7,119,45,125,Mild,6
L0666,Grape,Powdery Mildew,0.339,7,1.52,32.5,74,6.5,137,48,115,Mild,6
L0667,Grape,Powdery Mildew,0.889,15,4.84,27.4,59,5.7,183,82,95,Severe,6
L0668,Corn,Powdery Mildew,0.481,35,5.98,30.5,60,6.1,161,94,96,Severe,6
L0669,Grape,Powdery Mildew,0.884,14,3.63,18.8,75,7.2,179,24,148,Severe,6
L0670,Corn,Powdery Mildew,0.826,30,5.72,19.7,76,6.1,192,116,43,Severe,6
L0671,Potato,Powdery Mildew,0.386,31,2.72,29,50,5.5,128,40,220,Severe,6
L0672,Grape,Powdery Mildew,0.316,41,3.91,31.1,90,6.4,144,100,158,Moderate,6
L0673,Tomato,Powdery Mildew,0.859,45,1.03,33.2,66,6.7,125,74,109,Severe,6
L0674,Grape,Powdery Mildew,0.674,44,2.05,29.6,84,7.5,64,85,212,Severe,6
L0675,Tomato,Powdery Mildew,0.549,8,3.99,18.7,68,5.9,193,110,57,Moderate,6
L0676,Potato,Powdery Mildew,0.39,50,3.01,27.2,86,6.6,198,109,93,Severe,6
L0677,Apple,Powdery Mildew,0.529,19,2.51,29.6,62,5.6,145,64,155,Severe,6
L0678,Grape,Powdery Mildew,0.839,37,4.03,27,79,7.6,165,99,134,Moderate,6
L0679,Tomato,Powdery Mildew,0.422,49,7.13,19.5,70,7.6,123,29,67,Severe,6
L0680,Tomato,Powdery Mildew,0.753,22,4.22,32.9,78,7.7,55,57,146,Mild,6
L0681,Potato,Powdery Mildew,0.608,39,3.65,30.5,46,6.2,66,22,99,Severe,6
L0682,Apple,Powdery Mildew,0.568,46,3.07,29,65,6.6,185,90,153,Severe,6
L0683,Grape,Powdery Mildew,0.386,24,6.42,20.9,61,6,145,56,52,Moderate,6
L0684,Apple,Powdery Mildew,0.596,27,1.75,33.7,90,6.7,96,42,217,Mild,6
L0685,Potato,Powdery Mildew,0.455,14,0.81,23.4,53,6.5,144,43,92,Severe,6
L0686,Tomato,Powdery Mildew,0.733,50,7.84,20.5,73,6.7,91,88,117,Severe,6
L0687,Corn,Powdery Mildew,0.905,6,6.26,34.1,65,5.9,189,84,124,Mild,6
L0688,Apple,Powdery Mildew,0.608,50,2.67,34,81,7,194,113,153,Severe,6
L0689,Tomato,Powdery Mildew,0.776,49,7.25,20.4,80,5.8,56,71,198,Moderate,6
L0690,Apple,Powdery Mildew,0.36,33,0.91,28.9,82,6.7,121,45,45,Mild,6
L0691,Corn,Powdery Mildew,0.74,39,7.68,34.6,70,5.9,131,97,194,Mild,6
L0692,Apple,Powdery Mildew,0.558,8,5.87,25.3,69,6.4,122,64,129,Severe,6
L0693,Grape,Powdery Mildew,0.357,33,5.96,25.6,71,7.3,123,40,148,Moderate,6
L0694,Potato,Powdery Mildew,0.843,31,4.98,20.4,64,6.6,184,62,56,Severe,6
L0695,Tomato,Powdery Mildew,0.304,29,5.29,22.6,56,6.8,195,116,75,Severe,6
L0696,Corn,Powdery Mildew,0.488,16,4.18,32,64,7.4,127,83,183,Mild,6
L0697,Potato,Powdery Mildew,0.317,34,0.52,22.5,85,7.4,170,35,207,Severe,6
L0698,Corn,Powdery Mildew,0.417,23,7.3,29,46,5.8,120,83,57,Severe,6
L0699,Grape,Powdery Mildew,0.612,28,3.77,22.4,88,6.6,80,67,171,Severe,6
L0700,Tomato,Powdery Mildew,0.849,41,1.72,19,65,6.6,84,65,81,Severe,6
L0701,Apple,Rust,0.573,22,7.34,24.1,63,6.2,69,85,89,Mild,7
L0702,Tomato,Rust,0.689,16,1.75,23.5,65,7.4,127,54,215,Severe,7
L0703,Apple,Rust,0.362,49,4.85,32,45,5.8,122,67,164,Severe,7
L0704,Potato,Rust,0.367,26,1.66,21.8,57,7.3,193,98,216,Moderate,7
L0705,Grape,Rust,0.756,39,6.52,25.1,49,5.8,83,22,162,Severe,7
L0706,Apple,Rust,0.39,24,3.81,34.8,78,7.3,137,42,117,Moderate,7
L0707,Potato,Rust,0.384,12,5.71,29.7,64,5.8,83,30,148,Mild,7
L0708,Tomato,Rust,0.312,12,4.13,25.3,57,5.7,181,95,55,Severe,7
L0709,Apple,Rust,0.328,12,2.76,18.2,51,7.3,102,95,91,Moderate,7
L0710,Apple,Rust,0.319,47,1.59,30.7,62,7.7,139,65,81,Mild,7
L0711,Potato,Rust,0.628,44,1.01,31.9,93,5.5,105,111,89,Severe,7
L0712,Grape,Rust,0.303,15,5.94,33.7,77,7.5,171,66,218,Moderate,7
L0713,Corn,Rust,0.738,16,1.3,32.2,69,6.5,181,49,144,Severe,7
L0714,Tomato,Rust,0.603,25,4.4,26.4,68,7.1,192,112,50,Mild,7
L0715,Corn,Rust,0.375,25,2.63,28.2,64,7.1,163,48,181,Mild,7
L0716,Corn,Rust,0.423,23,1.02,32.3,75,7.7,144,42,43,Moderate,7
L0717,Tomato,Rust,0.558,36,4.42,29.5,52,5.8,152,108,191,Severe,7
L0718,Tomato,Rust,0.536,15,1.99,21.4,70,5.8,158,112,167,Mild,7
L0719,Grape,Rust,0.686,50,6.17,31.6,70,6.3,153,82,170,Moderate,7
L0720,Corn,Rust,0.37,14,2.38,26.5,85,7.7,57,32,53,Moderate,7
L0721,Tomato,Rust,0.932,36,3.37,29.5,54,6.2,74,117,59,Mild,7
L0722,Corn,Rust,0.815,38,2.01,29.3,76,6.7,188,63,178,Severe,7
L0723,Tomato,Rust,0.944,6,7.1,20,73,6.2,146,76,157,Severe,7
L0724,Potato,Rust,0.662,7,6.95,23.2,90,5.9,160,37,119,Mild,7
L0725,Corn,Rust,0.797,29,4.77,26.3,80,7.1,196,80,161,Severe,7
L0726,Grape,Rust,0.336,15,2.48,28,69,6.9,140,118,112,Severe,7
L0727,Tomato,Rust,0.684,8,1.46,24.2,92,6.8,137,68,64,Moderate,7
L0728,Apple,Rust,0.568,27,0.92,22.2,60,7,71,108,56,Moderate,7
L0729,Apple,Rust,0.41,12,4.54,18.6,87,7.5,195,85,147,Moderate,7
L0730,Corn,Rust,0.682,6,7.89,24.4,69,6.2,75,82,65,Moderate,7
L0731,Potato,Rust,0.518,48,4.27,31,66,5.9,126,66,151,Severe,7
L0732,Tomato,Rust,0.846,36,4.52,22.9,48,6.2,196,71,97,Mild,7
L0733,Grape,Rust,0.362,10,3.03,19.1,78,6.6,103,64,59,Severe,7
L0734,Grape,Rust,0.823,24,3.75,27.2,57,6.5,114,99,171,Severe,7
L0735,Grape,Rust,0.417,47,0.64,30,56,6.8,104,104,159,Moderate,7
L0736,Grape,Rust,0.826,45,6.9,33.4,81,7.2,65,86,91,Moderate,7
L0737,Potato,Rust,0.456,34,6.1,31,72,6.4,66,101,92,Moderate,7
L0738,Apple,Rust,0.72,22,2.42,28.2,70,6,88,44,47,Moderate,7
L0739,Corn,Rust,0.615,24,7.93,25.2,47,6,119,37,47,Mild,7
L0740,Grape,Rust,0.414,22,6.89,34.4,76,7.3,64,30,120,Moderate,7
L0741,Tomato,Rust,0.885,24,3.55,24.2,87,7.5,151,112,75,Severe,7
L0742,Grape,Rust,0.777,12,7.5,26.9,82,7.7,184,52,167,Mild,7
L0743,Grape,Rust,0.379,20,6.55,23.6,82,7.2,110,74,95,Mild,7
L0744,Potato,Rust,0.439,11,2.56,24.9,82,5.6,186,67,219,Mild,7
L0745,Grape,Rust,0.575,25,5.62,34.4,95,7.7,142,80,134,Mild,7
L0746,Grape,Rust,0.323,6,6.05,31.6,48,7.1,111,52,181,Moderate,7
L0747,Apple,Rust,0.887,24,5.64,27.1,60,7.5,149,21,140,Moderate,7
L0748,Tomato,Rust,0.909,24,6.18,23.1,55,7.6,131,118,204,Moderate,7
L0749,Apple,Rust,0.863,7,6.67,34,75,7.2,135,111,148,Moderate,7
L0750,Apple,Rust,0.629,15,3.14,28.2,80,7.2,166,108,47,Mild,7
L0751,Potato,Rust,0.71,46,6.43,20.3,70,6,128,60,187,Mild,7
L0752,Potato,Rust,0.462,12,5.85,31,86,7.3,155,60,155,Mild,7
L0753,Apple,Rust,0.413,13,4.95,23.6,63,6,156,67,86,Moderate,7
L0754,Grape,Rust,0.446,29,7.61,33.7,86,6.9,108,31,158,Moderate,7
L0755,Potato,Rust,0.332,21,5.14,28.2,54,5.7,144,41,185,Mild,7
L0756,Grape,Rust,0.583,5,7.4,25.7,88,6.6,107,111,92,Mild,7
L0757,Apple,Rust,0.785,22,3.37,25.3,58,6.9,122,113,213,Mild,7
L0758,Potato,Rust,0.566,31,1.59,22.9,61,6,165,51,134,Mild,7
L0759,Corn,Rust,0.356,48,4.02,32.8,89,6.4,104,111,138,Severe,7
L0760,Grape,Rust,0.467,32,1.21,19,66,7.6,170,65,195,Severe,7
L0761,Tomato,Rust,0.303,43,4.28,24.5,70,7,83,91,50,Severe,7
L0762,Apple,Rust,0.41,16,4.2,23.8,74,5.8,131,110,175,Severe,7
L0763,Apple,Rust,0.376,14,0.83,20.2,62,7.2,160,56,107,Moderate,7
L0764,Grape,Rust,0.503,21,7.2,23.4,76,7.3,88,91,208,Severe,7
L0765,Tomato,Rust,0.423,33,0.91,21.1,75,6.1,169,75,69,Severe,7
L0766,Corn,Rust,0.532,7,5.82,26.2,76,5.8,87,35,129,Moderate,7
L0767,Apple,Rust,0.417,18,1.76,26.6,62,6.8,199,47,189,Mild,7
L0768,Grape,Rust,0.417,38,7.4,22.2,76,7.1,134,23,112,Mild,7
L0769,Tomato,Rust,0.556,48,4.93,34.2,65,5.9,70,78,208,Severe,7
L0770,Apple,Rust,0.686,34,0.54,34.5,86,6.9,165,61,185,Moderate,7
L0771,Tomato,Rust,0.821,18,2.62,31.6,92,5.7,147,31,142,Mild,7
L0772,Potato,Rust,0.927,16,6.99,19.5,58,5.9,153,56,205,Moderate,7
L0773,Tomato,Rust,0.494,14,6.51,30.5,64,7.6,83,65,210,Severe,7
L0774,Grape,Rust,0.43,28,3.84,24.6,62,6.8,158,31,148,Mild,7
L0775,Potato,Rust,0.582,44,3.7,18.7,66,7.7,107,102,215,Moderate,7
L0776,Corn,Rust,0.643,14,5.35,19.4,74,6.5,172,58,78,Severe,7
L0777,Apple,Rust,0.847,48,4.42,23,48,6.8,61,85,67,Mild,7
L0778,Corn,Rust,0.361,32,5.46,27.7,61,6.3,199,30,168,Severe,7
L0779,Corn,Rust,0.417,12,1.87,24.7,50,6.5,126,60,190,Mild,7
L0780,Corn,Rust,0.705,34,2.49,34.4,56,6,70,115,194,Severe,7
L0781,Tomato,Rust,0.582,48,0.63,24.7,45,5.9,172,78,217,Moderate,7
L0782,Grape,Rust,0.772,47,2.77,31.8,84,6.3,151,58,62,Moderate,7
L0783,Tomato,Rust,0.424,13,6.62,29.8,57,7.5,103,81,206,Mild,7
L0784,Potato,Rust,0.583,46,5.2,31.4,57,5.7,168,38,161,Mild,7
L0785,Tomato,Rust,0.408,6,1.64,29.9,76,6.6,165,94,102,Moderate,7
L0786,Grape,Rust,0.839,23,3.44,23.7,51,6.9,160,73,166,Mild,7
L0787,Grape,Rust,0.775,42,7.99,18.6,70,6.6,174,49,55,Severe,7
L0788,Corn,Rust,0.675,6,4.65,22.6,86,6.5,171,34,166,Severe,7
L0789,Apple,Rust,0.591,46,3.77,20.7,91,5.9,138,76,99,Severe,7
L0790,Grape,Rust,0.891,19,3.04,28.2,90,7,83,57,139,Severe,7
L0791,Apple,Rust,0.817,48,6.5,32.4,84,6,72,105,163,Moderate,7
L0792,Potato,Rust,0.402,16,4.19,31.5,76,6.2,103,91,52,Mild,7
L0793,Apple,Rust,0.532,27,1.69,32.1,77,5.6,66,63,150,Mild,7
L0794,Potato,Rust,0.378,44,2.18,22.4,66,7.3,61,118,182,Mild,7
L0795,Grape,Rust,0.693,14,1.28,18.9,73,7.3,78,33,196,Moderate,7
L0796,Grape,Rust,0.327,11,1.29,28.7,58,7.6,90,113,114,Severe,7
L0797,Grape,Rust,0.624,33,7.03,20.6,68,6.3,85,35,91,Severe,7
L0798,Tomato,Rust,0.459,31,6.57,23.8,77,5.9,118,67,146,Moderate,7
L0799,Potato,Rust,0.399,45,6.15,25.2,59,5.8,159,72,144,Moderate,7
L0800,Apple,Rust,0.913,38,3.82,31.1,90,7.4,67,30,126,Moderate,7
L0801,Potato,Mosaic Virus,0.582,30,3.45,18.6,86,5.8,197,27,201,Moderate,8
L0802,Grape,Mosaic Virus,0.932,47,3.64,33.1,89,6.8,127,112,120,Severe,8
L0803,Apple,Mosaic Virus,0.885,5,5.08,20.5,70,6.5,102,89,199,Moderate,8
L0804,Corn,Mosaic Virus,0.753,46,7.16,31.3,70,7.3,127,30,49,Severe,8
L0805,Corn,Mosaic Virus,0.771,26,6.05,20.1,79,6.2,73,85,181,Severe,8
L0806,Apple,Mosaic Virus,0.792,38,1.7,18.5,95,6.7,116,50,117,Moderate,8
L0807,Grape,Mosaic Virus,0.372,32,0.95,24.3,85,6.7,81,26,206,Severe,8
L0808,Apple,Mosaic Virus,0.672,33,0.54,23.8,60,7.4,198,92,200,Mild,8
L0809,Grape,Mosaic Virus,0.452,39,2.74,29.3,90,6.8,85,111,136,Severe,8
L0810,Tomato,Mosaic Virus,0.513,20,4.87,32,68,6.5,87,111,148,Severe,8
L0811,Tomato,Mosaic Virus,0.34,10,7.16,26.1,73,5.7,184,71,190,Moderate,8
L0812,Corn,Mosaic Virus,0.867,38,4.88,28.8,73,7.1,175,113,146,Severe,8
L0813,Grape,Mosaic Virus,0.383,14,5.83,20.2,90,6.7,185,35,217,Mild,8
L0814,Corn,Mosaic Virus,0.321,34,1.68,27.5,52,6.9,154,34,70,Mild,8
L0815,Apple,Mosaic Virus,0.326,41,1.65,24.3,68,6.2,174,23,76,Moderate,8
L0816,Corn,Mosaic Virus,0.332,42,7.21,33.1,58,5.9,175,20,71,Mild,8
L0817,Tomato,Mosaic Virus,0.866,27,3.63,27.7,81,6.5,136,120,136,Severe,8
L0818,Potato,Mosaic Virus,0.795,43,4.29,25.8,73,7,88,113,123,Moderate,8
L0819,Grape,Mosaic Virus,0.566,44,2.25,24.7,79,5.6,163,114,111,Mild,8
L0820,Potato,Mosaic Virus,0.76,10,4.79,31.5,90,6.2,81,102,183,Severe,8
L0821,Grape,Mosaic Virus,0.652,17,6.18,34.3,78,5.9,171,84,44,Mild,8
L0822,Grape,Mosaic Virus,0.417,47,0.64,31.4,60,7.4,198,76,61,Mild,8
L0823,Apple,Mosaic Virus,0.561,43,0.84,32.7,46,6.3,96,73,46,Severe,8
L0824,Corn,Mosaic Virus,0.467,25,1.36,19.7,55,6.2,96,52,62,Severe,8
L0825,Corn,Mosaic Virus,0.741,24,0.94,34.3,56,5.6,64,58,139,Mild,8
L0826,Potato,Mosaic Virus,0.568,25,2.93,24.4,52,5.6,111,116,192,Mild,8
L0827,Corn,Mosaic Virus,0.631,20,4.28,34.1,62,5.6,168,90,144,Severe,8
L0828,Tomato,Mosaic Virus,0.565,35,2.25,33.1,62,6.8,200,106,65,Mild,8
L0829,Potato,Mosaic Virus,0.498,40,3.55,19.4,85,6.7,86,67,178,Mild,8
L0830,Grape,Mosaic Virus,0.919,20,7.71,27.4,47,5.5,168,99,114,Mild,8
L0831,Tomato,Mosaic Virus,0.339,15,7.41,22.6,61,7.4,147,64,201,Severe,8
L0832,Grape,Mosaic Virus,0.483,42,1.71,27.1,49,6.2,151,109,71,Mild,8
L0833,Apple,Mosaic Virus,0.871,40,2.08,26.6,65,7.5,137,101,106,Mild,8
L0834,Apple,Mosaic Virus,0.46,33,7.87,23.8,74,7.7,134,22,217,Severe,8
L0835,Tomato,Mosaic Virus,0.696,46,0.53,18.2,56,6.5,175,117,140,Mild,8
L0836,Tomato,Mosaic Virus,0.65,10,7.19,31.9,73,7,140,68,193,Severe,8
L0837,Potato,Mosaic Virus,0.845,29,6.59,34.7,52,6.6,99,76,42,Moderate,8
L0838,Apple,Mosaic Virus,0.742,6,5.82,21.3,84,6.9,106,49,166,Mild,8
L0839,Apple,Mosaic Virus,0.62,7,5.78,28.3,45,6,151,34,111,Moderate,8
L0840,Corn,Mosaic Virus,0.411,37,1.95,30.6,88,7.1,194,42,56,Severe,8
L0841,Tomato,Mosaic Virus,0.383,13,7.5,32.5,78,7.2,120,44,213,Severe,8
L0842,Grape,Mosaic Virus,0.699,49,5.61,33,45,7.7,63,61,150,Mild,8
L0843,Tomato,Mosaic Virus,0.742,22,4,24.1,93,5.6,107,26,111,Moderate,8
L0844,Corn,Mosaic Virus,0.506,39,3.44,23.7,81,7.4,107,108,148,Moderate,8
L0845,Potato,Mosaic Virus,0.407,20,2.83,28.6,51,5.6,160,23,191,Mild,8
L0846,Apple,Mosaic Virus,0.461,26,4.05,34.3,48,7.4,183,50,58,Severe,8
L0847,Corn,Mosaic Virus,0.797,44,5.19,27.8,50,7.7,58,68,120,Severe,8
L0848,Potato,Mosaic Virus,0.34,9,6.52,18.9,84,6.9,66,33,213,Severe,8
L0849,Tomato,Mosaic Virus,0.492,40,3.36,19.6,93,6.4,52,78,138,Mild,8
L0850,Grape,Mosaic Virus,0.702,32,3.05,33.9,95,5.6,182,62,190,Moderate,8
L0851,Tomato,Mosaic Virus,0.308,11,5.85,28.1,57,7.6,82,101,170,Mild,8
L0852,Corn,Mosaic Virus,0.613,27,5.16,21.2,53,7.3,65,36,119,Moderate,8
L0853,Grape,Mosaic Virus,0.924,32,6.16,23.3,79,7.3,87,80,119,Severe,8
L0854,Apple,Mosaic Virus,0.54,26,0.56,28,88,5.8,110,84,183,Severe,8
L0855,Apple,Mosaic Virus,0.427,32,2,33.4,95,5.7,98,105,161,Mild,8
L0856,Corn,Mosaic Virus,0.69,49,2.98,27.8,66,6.9,157,62,81,Severe,8
L0857,Tomato,Mosaic Virus,0.622,34,7.4,28.9,89,6,104,50,163,Mild,8
L0858,Corn,Mosaic Virus,0.433,26,1.88,34.8,68,5.5,141,23,182,Severe,8
L0859,Apple,Mosaic Virus,0.586,14,5.24,33.5,68,5.6,57,45,90,Mild,8
L0860,Potato,Mosaic Virus,0.875,16,5.89,23.8,80,6.1,100,22,85,Moderate,8
L0861,Tomato,Mosaic Virus,0.84,11,1.53,29.1,52,6.3,103,59,156,Moderate,8
L0862,Apple,Mosaic Virus,0.73,28,7.56,34.6,84,7.5,66,35,76,Mild,8
L0863,Potato,Mosaic Virus,0.646,17,5.71,23.4,72,7.7,112,25,197,Mild,8
L0864,Grape,Mosaic Virus,0.491,17,1.61,22.2,85,7.3,82,85,189,Severe,8
L0865,Tomato,Mosaic Virus,0.81,18,6.43,28.5,55,6.7,180,67,167,Moderate,8
L0866,Potato,Mosaic Virus,0.509,34,3.3,29.8,90,7.7,171,54,188,Severe,8
L0867,Grape,Mosaic Virus,0.722,45,2.05,33.2,73,7.5,151,47,118,Moderate,8
L0868,Grape,Mosaic Virus,0.402,29,6.82,22.3,50,5.8,71,57,153,Moderate,8
L0869,Potato,Mosaic Virus,0.68,27,3.99,28.6,72,6.5,160,72,134,Severe,8
L0870,Apple,Mosaic Virus,0.549,25,1.85,22,86,5.7,71,57,168,Moderate,8
L0871,Tomato,Mosaic Virus,0.811,39,7.45,19.7,49,6.3,189,45,125,Severe,8
L0872,Apple,Mosaic Virus,0.463,48,6.09,31.1,62,5.9,85,116,179,Mild,8
L0873,Apple,Mosaic Virus,0.483,5,3.1,34.9,70,7.4,53,80,207,Moderate,8
L0874,Corn,Mosaic Virus,0.448,14,5.93,21.6,59,6.7,191,116,159,Severe,8
