Sample_ID,Soil_pH,Moisture,Nitrogen,Phosphorus,Potassium,Organic_Carbon,Electrical_Conductivity,Temperature,Humidity,Rainfall,Soil_Texture,Soil_Type,Class
558,5.12,54.5,138,82,313,2.01,0.87,31.9,70.3,345.9,Silty,Laterite,Mustard
559,6.03,20.9,155,22,155,0.94,1.56,33.3,55.4,238.3,Loamy,Laterite,Mustard
560,5.65,53.1,49,78,159,0.85,0.24,37.9,59.1,125.5,Sandy,Black,Mustard
561,6.89,31.4,175,77,293,1.11,1.11,19.5,84.4,206.3,Loamy,Laterite,Mustard
562,7.12,33.8,136,61,178,1.49,1.41,33.3,45.8,65.4,Clay,Laterite,Mustard
563,5.68,72.7,220,69,187,2.08,1.64,30.3,81.1,185.8,Sandy,Red,Mustard
564,6.17,23.9,68,97,203,1.9,1.29,35.2,89.7,243.8,Silty,Alluvial,Mustard
565,7.64,53.8,95,97,170,1.07,0.43,21.8,49.7,299.9,Silty,Laterite,Mustard
566,6.79,41.2,195,14,153,0.6,0.5,23.2,83.2,251.0,Clay,Black,Mustard
567,8.08,44.2,35,17,92,0.9,0.96,19.3,92.3,320.1,Sandy,Laterite,Mustard
568,8.02,58.5,65,40,107,1.38,1.55,20.4,74.9,228.3,Loamy,Laterite,Mustard
569,7.83,29.3,61,50,218,1.88,2.24,34.1,79.6,331.3,Clay,Red,Mustard
570,5.34,27.8,100,66,259,0.78,1.81,27.8,57.5,335.1,Loamy,Laterite,Mustard
571,6.52,29.8,101,28,235,1.2,1.17,24.2,73.7,322.5,Sandy,Black,Mustard
572,7.21,62.3,91,42,332,1.03,1.95,32.0,89.2,258.7,Clay,Laterite,Mustard
573,6.24,69.6,130,42,204,0.47,2.49,22.7,47.6,318.2,Silty,Alluvial,Mustard
574,7.81,61.0,134,14,190,1.95,2.49,36.8,63.3,179.8,Loamy,Laterite,Mustard
575,7.81,64.2,71,99,183,1.26,1.12,30.0,83.8,274.0,Silty,Black,Mustard
576,7.44,53.5,77,90,277,1.8,0.49,26.0,72.7,151.0,Sandy,Black,Mustard
577,5.51,46.0,196,26,260,1.81,1.03,27.6,79.1,135.6,Loamy,Alluvial,Mustard
578,5.64,39.9,76,60,243,2.1,2.66,22.5,91.9,327.7,Clay,Black,Mustard
579,8.12,26.9,209,31,75,1.06,1.34,23.2,40.3,166.7,Sandy,Black,Mustard
580,7.3,41.1,146,96,303,0.53,2.17,21.8,86.7,286.8,Loamy,Laterite,Mustard
581,6.22,40.9,82,86,160,2.19,0.92,31.5,60.1,178.5,Clay,Black,Mustard
582,5.93,30.7,188,67,177,1.0,2.08,27.2,35.6,98.6,Loamy,Laterite,Mustard
583,7.2,57.8,211,64,181,0.44,1.72,19.0,90.9,196.6,Loamy,Black,Mustard
584,5.02,45.3,127,48,252,1.58,0.48,35.8,37.5,112.0,Clay,Laterite,Mustard
585,7.98,67.7,63,21,212,1.65,1.36,23.2,53.8,343.8,Silty,Alluvial,Mustard
586,7.39,70.6,102,43,185,1.28,1.36,21.3,79.2,202.5,Clay,Laterite,Mustard
587,5.17,23.9,88,33,68,1.19,0.57,27.3,42.0,319.6,Silty,Black,Mustard
588,6.41,74.3,173,72,284,1.24,2.55,35.3,42.4,87.1,Loamy,Red,Mustard
589,7.67,60.0,99,82,349,0.7,2.99,18.1,81.0,112.4,Sandy,Red,Mustard
590,7.46,55.6,114,13,195,1.59,2.07,25.9,70.4,335.9,Loamy,Red,Mustard
591,5.09,42.6,211,94,295,1.16,2.87,29.9,35.3,341.2,Silty,Alluvial,Mustard
592,8.03,75.0,175,26,158,1.94,2.42,23.7,82.9,275.7,Silty,Black,Mustard
593,6.28,25.7,132,21,60,1.92,0.57,33.6,52.1,278.2,Clay,Black,Mustard
594,5.96,63.1,218,49,117,0.98,0.38,25.3,47.0,189.2,Silty,Laterite,Mustard
595,5.86,51.0,53,64,238,1.47,1.36,26.5,37.4,159.1,Silty,Red,Mustard
596,7.07,57.8,156,77,318,0.46,1.46,19.6,83.1,147.1,Clay,Alluvial,Mustard
597,7.69,46.4,105,82,74,1.35,2.76,28.3,65.6,179.8,Silty,Alluvial,Mustard
598,6.14,50.1,158,12,108,1.71,1.44,33.7,85.6,73.1,Silty,Alluvial,Mustard
599,6.0,58.4,201,67,185,0.95,2.76,34.2,47.7,82.7,Loamy,Black,Mustard
600,6.39,16.1,131,24,56,0.63,1.48,31.8,87.1,340.1,Silty,Alluvial,Mustard
601,6.98,73.4,122,98,252,1.83,0.35,20.7,46.4,296.6,Clay,Black,Sunflower
602,5.67,53.9,196,40,273,1.9,2.59,28.8,40.2,283.2,Clay,Laterite,Sunflower
603,6.35,22.0,69,99,277,2.13,1.47,35.2,70.1,118.4,Silty,Black,Sunflower
604,6.07,21.2,212,65,262,1.91,2.24,29.9,68.3,144.3,Silty,Laterite,Sunflower
605,6.56,50.5,186,96,299,0.74,0.28,18.4,69.6,220.4,Loamy,Laterite,Sunflower
606,7.85,22.0,189,92,227,1.15,1.37,21.2,78.6,196.1,Silty,Red,Sunflower
607,6.62,50.3,205,53,289,0.55,0.95,32.2,92.6,301.6,Loamy,Laterite,Sunflower
608,7.56,65.7,189,36,194,1.61,0.35,27.7,45.4,105.3,Silty,Black,Sunflower
609,7.54,71.6,156,48,170,0.7,0.24,18.4,87.9,163.5,Clay,Red,Sunflower
610,7.65,68.7,38,18,222,1.12,1.89,20.4,48.4,134.8,Loamy,Alluvial,Sunflower
611,7.46,61.2,172,44,127,1.92,2.63,30.1,41.2,74.6,Silty,Laterite,Sunflower
612,8.08,60.3,57,88,102,1.86,0.22,20.1,72.8,312.6,Loamy,Red,Sunflower
613,7.33,57.5,159,73,100,0.59,1.15,34.4,42.4,118.5,Silty,Black,Sunflower
614,5.79,63.5,117,46,308,0.63,0.87,32.3,59.9,242.5,Clay,Red,Sunflower
615,7.41,46.8,88,27,269,1.09,1.29,27.2,86.1,290.4,Loamy,Black,Sunflower
616,6.42,61.2,213,76,85,0.46,1.01,37.6,44.9,77.8,Sandy,Red,Sunflower
617,7.89,18.5,191,94,316,2.15,1.32,35.7,77.0,313.3,Loamy,Alluvial,Sunflower
618,5.03,31.8,165,88,125,1.63,1.39,22.1,67.7,288.6,Silty,Alluvial,Sunflower
619,7.84,61.9,133,35,204,0.46,1.66,25.8,78.1,315.2,Loamy,Red,Sunflower
620,5.3,48.1,163,53,131,0.34,2.68,28.8,50.5,301.3,Loamy,Laterite,Sunflower
621,8.16,21.6,45,57,182,1.49,1.13,19.0,74.1,96.2,Loamy,Black,Sunflower
622,6.45,74.0,220,84,339,1.66,2.82,31.3,85.7,127.8,Loamy,Alluvial,Sunflower
623,7.13,63.9,176,96,121,1.66,1.61,23.0,54.7,228.9,Loamy,Laterite,Sunflower
624,5.31,57.7,135,20,97,0.42,2.68,27.5,61.8,167.1,Silty,Laterite,Sunflower
625,7.79,50.1,192,64,275,1.61,2.85,32.6,60.0,107.2,Clay,Laterite,Sunflower
626,7.28,22.8,210,75,320,0.52,0.72,27.5,79.8,333.8,Loamy,Black,Sunflower
627,6.93,39.5,60,57,342,0.85,1.62,20.4,53.3,168.6,Loamy,Laterite,Sunflower
628,5.09,23.6,180,63,74,2.08,0.98,23.7,46.0,274.5,Sandy,Black,Sunflower
629,6.75,19.1,41,63,296,1.39,1.74,36.0,81.9,197.8,Clay,Red,Sunflower
630,6.62,42.7,145,95,279,0.58,2.21,19.8,72.5,240.8,Silty,Red,Sunflower
631,7.88,35.3,41,95,276,1.7,1.97,35.3,77.4,225.9,Loamy,Black,Sunflower
632,7.06,20.1,188,79,345,1.74,2.88,28.4,80.0,205.8,Sandy,Black,Sunflower
633,7.11,46.9,34,45,155,0.77,2.15,35.8,61.7,294.0,Loamy,Laterite,Sunflower
634,6.88,44.5,35,53,273,0.64,0.17,28.6,57.9,86.4,Sandy,Red,Sunflower
635,5.91,26.0,52,29,207,2.11,2.07,19.2,92.7,112.6,Sandy,Alluvial,Sunflower
636,6.25,34.2,135,51,182,1.01,2.5,20.4,47.2,278.1,Clay,Laterite,Sunflower
637,6.63,45.3,59,44,81,0.9,1.7,19.3,36.7,243.7,Sandy,Alluvial,Sunflower
638,6.77,50.2,55,41,334,1.54,0.46,29.4,61.8,305.4,Clay,Red,Sunflower
639,6.19,74.1,92,78,266,2.13,1.71,18.8,83.8,338.7,Loamy,Red,Sunflower
640,5.0,71.0,153,44,178,1.9,1.2,25.0,72.9,229.7,Loamy,Black,Sunflower
641,5.52,47.0,47,48,95,1.05,0.46,20.8,68.4,141.0,Silty,Red,Sunflower
642,6.95,72.4,111,97,225,1.51,2.94,32.2,51.4,252.1,Loamy,Alluvial,Sunflower
643,5.67,72.5,114,12,118,1.53,0.11,27.5,89.1,255.1,Silty,Laterite,Sunflower
644,7.44,47.3,196,93,89,1.32,2.69,34.3,61.7,95.8,Silty,Alluvial,Sunflower
645,6.24,65.3,208,11,113,1.18,2.82,26.9,48.3,65.7,Loamy,Alluvial,Sunflower
646,5.61,64.0,190,48,163,0.75,1.53,25.3,51.8,322.3,Clay,Black,Sunflower
647,5.63,64.3,131,24,192,1.38,1.53,29.0,74.6,224.1,Clay,Black,Sunflower
648,6.88,59.8,62,43,341,1.93,2.65,32.6,51.5,305.8,Sandy,Alluvial,Sunflower
649,7.18,68.0,30,64,76,1.92,1.04,34.9,59.4,95.3,Silty,Laterite,Sunflower
650,6.16,60.5,214,38,74,0.83,1.32,27.0,35.3,116.4,Sandy,Black,Sunflower
651,8.17,28.5,206,64,88,2.04,0.67,24.6,38.8,241.3,Sandy,Laterite,Potato
652,6.38,16.4,190,52,178,0.77,1.47,37.2,85.0,298.3,Clay,Black,Potato
653,7.48,52.2,54,90,278,1.4,0.35,19.2,37.0,150.9,Sandy,Red,Potato
654,5.2,63.1,44,48,271,0.43,2.06,29.2,52.7,170.6,Sandy,Laterite,Potato
655,5.75,51.0,198,89,55,1.16,1.45,26.6,72.2,89.4,Sandy,Laterite,Potato
656,6.66,50.3,57,23,56,1.43,0.3,33.8,46.6,226.2,Loamy,Alluvial,Potato
657,6.35,58.5,143,33,174,0.56,0.23,20.6,70.1,208.8,Loamy,Alluvial,Potato
658,6.87,47.5,67,28,290,0.89,1.09,25.4,35.5,230.1,Clay,Black,Potato
659,5.76,64.2,173,16,266,0.95,2.93,30.8,47.1,79.8,Clay,Laterite,Potato
660,7.22,73.9,183,98,219,1.92,1.74,24.7,53.0,155.3,Sandy,Laterite,Potato
661,7.8,69.6,156,38,51,1.51,2.11,27.3,47.8,199.4,Loamy,Laterite,Potato
662,5.66,26.1,31,56,55,0.44,0.19,20.3,52.4,116.4,Loamy,Black,Potato
663,8.12,26.9,102,32,162,1.98,2.18,24.8,68.3,111.8,Sandy,Red,Potato
664,7.7,69.6,35,96,120,1.02,2.38,20.2,91.2,148.5,Clay,Alluvial,Potato
665,7.59,54.7,164,89,272,1.97,0.29,20.9,90.4,290.5,Clay,Laterite,Potato
666,7.22,34.1,139,91,175,2.05,2.31,29.7,86.3,145.3,Clay,Alluvial,Potato
667,5.79,52.8,101,26,310,2.14,2.67,22.2,39.9,196.5,Sandy,Red,Potato
668,6.63,60.1,195,75,241,1.25,1.45,24.4,57.4,261.4,Silty,Laterite,Potato
669,5.86,39.1,179,93,68,0.69,2.7,27.0,49.1,123.4,Silty,Laterite,Potato
670,6.83,71.1,125,42,331,0.46,2.28,23.9,66.1,126.8,Sandy,Laterite,Potato
671,6.64,35.2,145,69,271,1.08,2.43,24.3,57.9,112.1,Clay,Alluvial,Potato
672,7.07,36.5,51,47,306,1.27,1.97,33.7,90.6,88.5,Sandy,Alluvial,Potato
673,5.12,27.0,80,96,218,0.78,2.26,33.4,85.7,115.3,Clay,Alluvial,Potato
674,5.03,33.0,118,61,257,1.86,2.3,18.2,74.2,346.9,Clay,Laterite,Potato
675,5.73,58.4,83,70,169,1.28,2.38,33.2,78.4,193.8,Sandy,Alluvial,Potato
676,7.71,40.7,208,63,157,1.13,2.57,18.6,43.3,313.4,Loamy,Black,Potato
677,6.6,54.5,120,53,165,1.1,2.09,26.1,81.7,215.9,Loamy,Black,Potato
678,6.82,16.9,65,29,219,1.38,2.42,36.3,69.4,173.4,Silty,Red,Potato
679,8.04,18.8,128,34,293,0.51,1.75,27.0,88.7,87.0,Sandy,Red,Potato
680,5.1,56.3,155,13,145,0.68,2.74,25.7,47.4,144.4,Sandy,Laterite,Potato
681,5.18,46.1,73,51,260,1.04,2.97,20.6,60.1,275.5,Silty,Red,Potato
682,5.42,27.3,140,100,293,0.6,1.77,24.2,47.2,267.9,Silty,Alluvial,Potato
683,5.65,74.5,144,18,254,1.45,0.82,24.6,69.2,202.4,Silty,Black,Potato
684,7.36,32.3,146,54,202,1.04,2.49,35.0,59.9,112.1,Silty,Laterite,Potato
685,6.23,54.5,208,82,98,1.05,2.84,22.8,87.2,139.4,Loamy,Black,Potato
686,7.23,58.3,85,73,260,2.19,1.7,37.9,39.6,90.5,Loamy,Laterite,Potato
687,6.44,30.2,159,15,286,0.35,1.95,31.5,62.7,159.7,Silty,Red,Potato
688,6.27,15.6,59,100,119,0.92,2.27,27.7,39.1,219.0,Clay,Laterite,Potato
689,5.45,64.2,71,31,59,1.45,0.61,20.5,79.5,108.9,Sandy,Alluvial,Potato
690,5.49,36.5,85,14,322,0.71,2.12,34.7,83.7,245.9,Sandy,Laterite,Potato
691,7.21,41.6,183,10,74,1.77,2.32,36.6,57.5,129.2,Sandy,Black,Potato
692,6.35,74.4,116,34,82,0.72,2.66,33.9,84.8,108.7,Clay,Black,Potato
693,6.33,21.5,113,51,337,1.49,1.91,36.7,58.7,184.1,Clay,Red,Potato
694,5.34,34.4,33,61,211,0.32,0.72,22.4,74.5,140.8,Loamy,Black,Potato
695,5.22,28.1,107,86,305,2.17,0.4,28.7,94.4,306.6,Clay,Alluvial,Potato
696,8.07,51.0,191,99,248,1.59,2.92,31.9,54.9,244.3,Loamy,Laterite,Potato
697,5.22,16.1,179,67,245,1.27,2.25,28.1,77.3,63.9,Sandy,Black,Potato
698,5.99,59.3,92,89,90,0.41,1.19,23.9,44.1,119.3,Sandy,Red,Potato
699,7.95,50.9,143,52,118,0.83,1.97,33.2,66.3,343.5,Loamy,Black,Potato
700,5.73,59.0,117,41,155,1.32,2.73,31.3,49.9,259.3,Clay,Laterite,Potato
701,6.67,26.0,191,10,83,1.95,0.3,21.8,73.1,101.0,Clay,Red,Tomato
702,5.29,50.6,82,40,309,0.45,2.2,24.2,78.3,131.0,Clay,Red,Tomato
703,5.97,49.6,192,35,189,1.94,1.5,37.0,56.6,169.5,Silty,Laterite,Tomato
704,6.35,51.6,140,29,296,0.34,1.21,35.1,80.5,327.2,Clay,Red,Tomato
705,5.82,42.8,146,46,242,1.37,1.49,24.7,77.9,116.8,Clay,Black,Tomato
706,5.04,45.0,215,57,301,1.07,1.31,25.9,79.5,171.4,Loamy,Black,Tomato
707,6.31,17.3,61,59,339,0.61,2.31,37.1,81.3,278.0,Loamy,Laterite,Tomato
708,7.03,37.1,44,93,247,2.06,2.23,22.8,37.1,295.8,Sandy,Red,Tomato
709,5.84,42.3,204,28,180,0.77,1.78,31.3,44.7,93.9,Sandy,Laterite,Tomato
710,6.27,50.2,50,76,146,1.96,0.58,26.5,76.5,205.2,Silty,Alluvial,Tomato
711,7.35,60.1,216,21,105,1.51,2.35,24.9,43.6,277.1,Silty,Alluvial,Tomato
712,5.02,25.1,155,10,99,0.43,2.12,28.5,74.3,272.6,Clay,Red,Tomato
713,6.2,57.2,80,72,143,1.25,0.42,29.3,47.8,118.3,Clay,Red,Tomato
714,5.83,69.1,134,66,105,1.95,0.58,23.9,57.7,140.3,Loamy,Black,Tomato
715,6.87,43.7,202,22,54,0.42,2.28,18.1,69.9,346.4,Sandy,Red,Tomato
716,6.67,15.4,184,76,186,2.07,1.47,24.7,60.8,167.5,Loamy,Alluvial,Tomato
717,7.61,71.5,200,61,243,1.46,2.93,35.5,83.4,60.9,Silty,Red,Tomato
718,5.08,22.4,165,45,177,1.0,1.89,31.2,63.5,179.8,Clay,Black,Tomato
719,8.16,72.5,112,12,234,1.96,2.91,32.7,75.7,127.7,Silty,Laterite,Tomato
720,7.37,62.6,119,64,293,2.18,2.59,36.1,79.1,145.2,Clay,Red,Tomato
721,7.78,67.6,213,74,66,0.54,2.41,24.0,75.4,219.1,Silty,Red,Tomato
722,7.87,72.3,153,94,326,0.76,0.71,33.1,74.6,85.9,Silty,Black,Tomato
723,5.51,70.7,128,45,162,1.67,2.03,37.0,75.2,253.0,Silty,Black,Tomato
724,7.55,35.0,87,83,83,1.52,1.19,32.3,79.2,170.7,Silty,Red,Tomato
725,5.72,21.9,52,24,95,0.95,1.82,21.8,91.5,226.1,Clay,Alluvial,Tomato
726,8.05,49.6,30,49,81,1.42,0.65,25.8,60.4,283.7,Clay,Red,Tomato
727,5.34,15.6,147,50,124,1.85,0.96,22.4,75.8,102.8,Loamy,Red,Tomato
728,7.39,65.9,209,14,213,0.89,2.97,20.5,94.8,264.9,Silty,Red,Tomato
729,6.58,57.2,126,17,220,0.59,2.18,35.0,91.1,125.3,Sandy,Red,Tomato
730,7.74,58.6,106,94,131,2.18,1.69,24.7,75.7,347.2,Silty,Laterite,Tomato
731,5.23,58.6,102,99,149,1.63,1.69,19.9,54.4,289.5,Sandy,Alluvial,Tomato
732,6.46,24.8,65,66,297,0.85,0.52,22.4,79.9,273.2,Sandy,Alluvial,Tomato
733,7.32,49.5,203,28,242,2.11,1.34,34.8,90.6,87.9,Silty,Red,Tomato
734,8.02,22.0,161,93,223,1.43,2.91,30.5,59.2,69.9,Clay,Laterite,Tomato
735,6.56,56.3,74,93,242,1.77,2.97,31.4,40.4,194.5,Silty,Alluvial,Tomato
736,7.02,41.7,32,25,109,0.46,1.52,31.4,65.6,66.7,Silty,Alluvial,Tomato
737,7.22,20.7,181,33,246,1.22,1.97,26.7,69.3,88.8,Sandy,Red,Tomato
738,6.3,57.0,130,81,324,1.79,1.64,19.3,85.2,216.3,Sandy,Red,Tomato
739,8.09,68.9,76,86,142,0.31,1.4,24.3,37.3,226.8,Clay,Black,Tomato
740,6.8,66.1,38,20,113,1.26,1.15,28.9,60.4,334.1,Sandy,Red,Tomato
741,5.96,71.8,162,47,323,1.15,1.77,31.9,66.4,345.9,Loamy,Red,Tomato
742,7.2,54.8,41,40,68,0.66,0.97,34.7,92.4,234.6,Clay,Alluvial,Tomato
743,5.89,58.7,138,19,331,0.78,1.21,36.1,59.0,84.1,Loamy,Laterite,Tomato
744,8.01,23.6,82,19,187,2.19,2.12,21.9,57.3,250.6,Clay,Laterite,Tomato
745,7.63,34.0,141,58,63,2.13,0.82,23.4,66.9,258.4,Silty,Black,Tomato
746,6.05,20.3,115,44,124,1.95,0.75,18.2,57.6,340.9,Silty,Black,Tomato
747,7.5,22.4,164,49,300,0.48,1.11,29.4,51.9,138.6,Sandy,Black,Tomato
748,5.55,71.8,129,33,226,1.83,2.07,33.8,68.1,315.8,Silty,Laterite,Tomato
749,6.9,30.5,205,75,129,1.55,0.51,29.4,51.0,326.3,Loamy,Red,Tomato
750,7.17,40.1,147,33,274,2.17,2.42,28.0,51.5,184.1,Clay,Alluvial,Tomato
751,7.03,20.2,108,62,210,1.91,1.94,19.5,49.4,87.2,Sandy,Black,Onion
752,7.38,48.2,156,11,267,1.59,2.8,20.7,64.9,258.7,Sandy,Laterite,Onion
753,5.04,26.4,220,10,267,1.63,2.27,22.9,79.3,335.8,Sandy,Laterite,Onion
754,8.09,55.5,164,38,139,0.44,2.53,28.3,92.1,182.6,Silty,Red,Onion
755,6.19,21.8,203,41,326,1.92,2.59,23.8,64.0,136.8,Sandy,Laterite,Onion
756,5.7,33.3,194,75,68,2.08,2.69,35.0,38.4,61.7,Silty,Alluvial,Onion
757,5.95,21.4,119,33,255,0.97,0.39,27.8,40.1,209.2,Clay,Laterite,Onion
758,5.4,44.2,69,94,178,0.73,1.25,24.0,60.7,112.8,Loamy,Black,Onion
759,8.17,54.4,142,30,121,0.97,1.36,25.2,87.2,117.6,Clay,Alluvial,Onion
760,5.13,38.7,220,52,66,0.6,0.68,27.6,74.9,137.1,Silty,Laterite,Onion
761,6.76,63.0,212,26,216,1.73,2.36,26.0,78.6,275.1,Silty,Red,Onion
762,5.35,21.5,35,26,129,0.95,0.14,31.7,38.1,300.7,Silty,Black,Onion
763,6.39,32.4,154,20,269,0.77,0.54,28.2,50.0,282.4,Loamy,Red,Onion
764,7.13,40.7,151,100,102,1.63,1.56,21.6,94.6,231.4,Clay,Red,Onion
765,5.39,39.1,100,34,124,1.11,1.89,19.8,38.1,178.1,Loamy,Red,Onion
766,5.71,40.6,45,75,268,1.52,0.98,23.4,51.8,161.8,Silty,Red,Onion
767,6.02,17.9,40,10,76,1.55,1.03,23.7,51.8,235.9,Silty,Red,Onion
768,5.81,44.5,115,48,107,0.48,0.14,29.0,86.7,156.1,Loamy,Alluvial,Onion
769,5.76,31.6,179,59,94,1.99,0.48,32.9,42.2,230.1,Clay,Red,Onion
770,7.25,70.5,49,79,225,0.87,1.48,33.2,67.0,104.6,Clay,Red,Onion
771,6.34,57.7,173,54,237,1.15,2.18,36.2,39.1,181.5,Sandy,Red,Onion
772,6.92,56.8,63,47,73,2.12,0.28,37.4,46.4,296.2,Silty,Black,Onion
773,5.53,60.0,128,81,249,1.06,0.89,21.7,44.6,123.2,Sandy,Laterite,Onion
774,6.61,58.2,96,48,162,0.86,0.88,20.4,48.4,214.7,Loamy,Black,Onion
775,7.05,71.5,101,27,188,1.96,0.25,37.6,94.4,120.9,Sandy,Black,Onion
776,7.08,53.0,124,51,92,2.1,2.66,23.3,43.0,320.5,Loamy,Alluvial,Onion
777,8.15,52.6,32,55,162,1.69,0.91,23.1,35.9,250.6,Sandy,Laterite,Onion
778,8.03,30.4,190,91,332,0.69,1.38,24.5,47.2,242.6,Silty,Red,Onion
779,6.43,58.8,141,57,125,2.01,0.37,21.6,46.1,310.1,Clay,Laterite,Onion
780,8.02,25.8,102,12,208,0.61,0.62,25.9,71.5,80.1,Sandy,Laterite,Onion
781,5.78,69.5,133,22,319,0.56,2.28,18.2,41.0,171.4,Sandy,Black,Onion
782,7.44,53.7,41,26,177,1.76,0.88,36.8,71.0,289.8,Sandy,Black,Onion
783,6.74,64.1,211,20,153,0.56,2.3,35.8,83.9,149.1,Silty,Red,Onion
784,5.78,47.6,98,90,328,0.53,2.49,20.1,52.8,208.3,Silty,Red,Onion
785,5.0,28.5,88,64,247,0.58,2.0,22.5,87.7,171.6,Sandy,Laterite,Onion
786,5.54,21.6,56,46,232,0.44,1.07,25.2,90.5,84.6,Sandy,Red,Onion
787,5.57,46.8,183,33,267,0.59,2.04,24.0,84.1,161.0,Sandy,Alluvial,Onion
788,7.93,54.7,97,19,51,1.94,2.94,33.6,43.8,102.9,Silty,Laterite,Onion
789,7.61,21.8,139,45,124,0.47,2.98,21.6,58.1,152.6,Silty,Laterite,Onion
790,7.22,39.8,192,52,120,1.82,2.0,22.9,60.1,204.2,Silty,Red,Onion
791,6.23,49.9,137,77,345,1.78,2.45,22.4,40.2,164.9,Clay,Black,Onion
792,6.16,43.4,64,24,80,2.03,1.15,35.0,81.7,100.4,Silty,Red,Onion
793,7.67,48.1,137,41,157,1.87,0.26,20.8,92.7,264.1,Silty,Black,Onion
794,7.23,40.5,43,99,104,1.56,0.31,34.7,87.2,68.8,Loamy,Red,Onion
795,5.25,19.6,175,63,126,1.75,1.46,20.8,66.6,335.1,Silty,Laterite,Onion
796,7.31,41.6,195,98,56,0.84,0.55,35.6,36.9,277.8,Clay,Black,Onion
797,6.27,40.4,146,80,182,2.05,1.56,32.2,60.4,105.5,Sandy,Laterite,Onion
798,8.13,22.5,84,61,78,0.72,0.63,32.9,68.6,304.1,Silty,Laterite,Onion
799,6.0,53.5,127,31,77,1.83,1.98,21.9,41.5,82.6,Loamy,Black,Onion
800,5.77,24.8,57,18,158,1.43,2.29,24.2,68.1,245.1,Sandy,Red,Onion
801,5.86,73.6,174,15,338,2.17,1.5,19.0,40.6,149.5,Loamy,Alluvial,Banana
802,8.07,45.0,110,60,232,2.15,2.14,19.9,59.4,275.0,Sandy,Red,Banana
803,5.08,62.8,152,85,69,0.85,0.54,27.3,88.1,87.1,Clay,Red,Banana
804,7.58,54.3,213,30,306,1.28,2.21,31.0,90.8,159.0,Clay,Alluvial,Banana
805,5.93,52.4,140,15,248,0.75,2.99,30.1,92.5,224.4,Silty,Black,Banana
806,7.58,23.6,109,80,94,1.25,1.42,21.4,52.7,79.8,Loamy,Alluvial,Banana
807,5.29,25.8,147,43,292,2.16,2.31,26.8,90.4,332.6,Silty,Black,Banana
808,6.16,32.2,134,89,116,1.14,1.59,30.5,53.8,84.2,Silty,Laterite,Banana
809,5.84,67.5,204,15,79,1.71,0.81,34.4,35.5,307.4,Loamy,Laterite,Banana
810,5.51,39.0,48,38,248,1.96,2.04,25.0,63.1,215.2,Silty,Black,Banana
811,5.27,58.9,131,65,152,1.06,0.29,24.8,71.3,121.7,Silty,Black,Banana
812,5.89,17.3,69,70,124,1.52,1.03,18.6,71.1,170.3,Loamy,Laterite,Banana
813,8.13,27.8,84,12,266,0.81,1.94,19.7,39.2,177.5,Loamy,Laterite,Banana
814,7.79,46.5,201,43,144,1.88,0.37,36.0,55.5,278.4,Clay,Red,Banana
815,6.12,40.1,151,78,132,2.13,1.37,36.3,69.2,298.7,Clay,Black,Banana
816,7.31,49.7,67,51,212,0.33,2.7,36.7,65.0,151.8,Silty,Alluvial,Banana
817,6.67,15.2,145,26,280,1.51,1.78,18.7,79.7,114.4,Clay,Laterite,Banana
818,5.69,27.6,78,96,345,2.11,1.17,25.3,53.1,149.0,Sandy,Laterite,Banana
819,7.08,42.4,135,55,230,1.87,1.33,37.5,55.1,328.6,Silty,Laterite,Banana
820,6.19,48.2,71,79,273,1.02,2.55,31.8,61.2,142.1,Sandy,Black,Banana
821,7.58,21.2,196,12,260,0.5,2.27,30.5,67.7,243.7,Sandy,Alluvial,Banana
822,7.73,27.7,146,80,245,0.52,2.58,37.0,56.0,290.2,Silty,Laterite,Banana
823,7.91,53.7,219,60,53,2.09,2.37,28.2,51.1,251.0,Loamy,Laterite,Banana
824,7.15,15.2,136,14,57,0.35,2.39,34.8,66.1,275.0,Loamy,Alluvial,Banana
825,5.55,49.3,140,40,334,2.15,0.66,30.9,84.7,292.4,Silty,Red,Banana
826,8.01,38.4,216,32,256,2.02,1.6,26.7,41.0,292.3,Sandy,Laterite,Banana
827,7.7,52.6,96,80,131,2.1,0.69,19.9,61.2,242.4,Clay,Black,Banana
828,6.98,47.6,50,83,245,0.35,2.23,37.7,73.1,285.5,Clay,Red,Banana
829,7.09,28.3,79,78,175,1.68,2.44,25.6,50.6,75.0,Sandy,Red,Banana
830,7.01,53.3,178,23,106,1.17,1.83,20.1,51.9,319.4,Sandy,Black,Banana
831,6.58,36.7,83,60,101,1.23,0.16,19.5,92.6,82.1,Silty,Laterite,Banana
832,7.85,53.0,145,30,142,0.87,2.72,31.2,72.9,307.9,Sandy,Alluvial,Banana
833,8.18,44.0,187,86,329,0.31,1.61,23.1,42.3,235.8,Sandy,Red,Banana
834,5.69,36.9,85,13,217,0.56,0.34,31.8,42.6,139.4,Clay,Black,Banana
835,6.12,48.1,105,69,303,1.13,2.84,36.4,50.0,117.4,Loamy,Laterite,Banana
836,5.33,62.6,180,49,134,1.81,2.87,27.8,88.0,182.9,Loamy,Alluvial,Banana
837,6.99,51.4,139,35,340,0.97,2.7,34.4,62.0,317.9,Loamy,Laterite,Banana
838,5.94,64.6,195,77,230,1.06,0.43,34.2,60.8,113.9,Clay,Black,Banana
