transaction_id,amount,hour_of_day,merchant_category,channel,distance_from_home_km,account_age_days,num_transactions_last_24h,avg_transaction_amount_30d,amount_to_avg_ratio,is_foreign_transaction,card_present,is_new_device,cvv_match,failed_pin_attempts_24h,is_fraud
TXN000567,0.0,8,healthcare,mobile_app,13.38,3630,4,186.6,0.0,0,1,0,1,0,0
TXN000568,260.39,14,jewelry,mobile_app,53.88,325,0,55.95,4.65,1,1,0,1,0,0
TXN000569,22.18,14,grocery,online,17.83,0,4,35.81,0.62,0,1,0,1,0,0
TXN000570,38.87,17,grocery,online,47.63,3312,0,85.07,0.46,0,1,0,1,0,0
TXN000571,71.84,18,grocery,in_store,4.37,1861,4,194.71,0.37,0,1,0,1,0,0
TXN000572,145.17,16,online_retail,in_store,0.0,242,3,216.46,0.67,0,0,0,1,0,0
TXN000573,51.57,14,online_retail,atm,0.0,2231,3,176.38,0.29,0,0,1,1,0,0
TXN000574,440.44,1,jewelry,mobile_app,151.18,145,5,154.21,2.86,1,0,1,0,0,1
TXN000575,0.0,8,travel,mobile_app,54.35,1235,1,102.48,0.0,0,1,1,1,0,0
TXN000576,117.21,20,online_retail,in_store,0.0,930,0,174.44,0.67,0,1,0,1,0,0
TXN000577,35.19,9,fuel,mobile_app,0.0,1985,0,171.41,0.21,0,1,1,1,0,0
TXN000578,14.69,16,grocery,online,28.91,1903,3,43.14,0.34,0,1,0,1,0,0
TXN000579,17.39,2,online_retail,mobile_app,25.55,1387,1,120.18,0.14,0,0,0,1,0,0
TXN000580,132.07,21,utilities,in_store,55.93,3308,0,8.71,15.16,0,1,0,1,1,0
TXN000581,138.35,10,grocery,online,0.0,2670,2,79.98,1.73,0,0,0,1,0,0
TXN000582,301.05,7,electronics,in_store,805.03,86,3,413.08,0.73,0,0,0,1,0,1
TXN000583,190.57,17,utilities,mobile_app,38.64,3348,1,7.41,25.72,1,1,0,1,0,0
TXN000584,80.41,3,fuel,atm,0.0,795,3,213.99,0.38,0,0,0,1,0,0
TXN000585,13.47,17,electronics,online,0.0,3546,3,51.57,0.26,0,1,0,1,0,0
TXN000586,40.63,7,jewelry,mobile_app,65.07,3621,2,70.49,0.58,0,0,0,1,0,0
TXN000587,50.6,12,grocery,online,0.0,1649,2,157.93,0.32,0,1,0,1,0,0
TXN000588,0.0,16,grocery,in_store,122.72,667,3,332.04,0.0,0,1,1,1,0,0
TXN000589,1014.98,2,online_retail,atm,638.35,43,6,185.72,5.47,1,0,1,0,3,1
TXN000590,88.75,12,grocery,mobile_app,50.39,1178,1,86.39,1.03,0,0,0,0,0,0
TXN000591,174.87,9,electronics,in_store,1.13,2028,1,51.99,3.36,1,1,0,1,0,0
TXN000592,78.45,14,online_retail,mobile_app,18.59,427,1,92.9,0.84,0,0,1,1,0,0
TXN000593,55.63,4,fuel,online,0.0,232,1,1.0,55.63,0,1,0,1,0,0
TXN000594,151.04,14,online_retail,in_store,57.14,669,0,61.85,2.44,0,1,0,1,0,0
TXN000595,244.32,21,online_retail,online,0.0,1816,0,44.76,5.46,0,1,0,1,0,0
TXN000596,0.0,0,fuel,mobile_app,0.0,934,4,181.79,0.0,0,1,0,1,0,0
TXN000597,95.44,19,fuel,in_store,99.87,1927,2,135.94,0.7,0,0,0,1,0,0
TXN000598,193.69,7,entertainment,online,5.09,967,1,56.23,3.44,0,0,0,1,0,0
TXN000599,0.0,9,fuel,online,0.0,4046,0,82.32,0.0,0,1,0,1,0,0
TXN000600,270.75,18,electronics,mobile_app,0.0,2720,2,37.48,7.22,0,1,0,1,0,0
TXN000601,354.54,5,jewelry,online,243.36,245,8,75.2,4.71,1,0,1,1,1,1
TXN000602,38.42,14,grocery,online,6.31,2739,1,1.0,38.42,0,0,0,1,0,0
TXN000603,100.45,16,jewelry,mobile_app,110.86,922,0,227.74,0.44,0,1,0,1,1,0
TXN000604,250.1,14,grocery,in_store,28.78,167,3,88.53,2.83,0,0,0,1,0,0
TXN000605,55.03,15,travel,mobile_app,16.36,2282,0,63.78,0.86,0,1,0,1,0,0
TXN000606,175.13,10,grocery,in_store,12.84,509,2,83.98,2.09,0,0,0,1,0,0
TXN000607,54.42,8,electronics,mobile_app,115.62,3006,4,61.34,0.89,0,1,0,1,0,0
TXN000608,58.71,2,grocery,online,0.0,568,0,10.5,5.59,0,1,0,1,0,0
TXN000609,181.06,12,grocery,in_store,11.49,3103,0,37.43,4.84,0,1,0,1,0,0
TXN000610,226.99,11,restaurant,in_store,5.58,0,2,161.36,1.41,0,0,0,1,0,0
TXN000611,224.95,21,grocery,in_store,0.0,2743,1,76.35,2.95,0,0,0,1,0,0
TXN000612,0.0,12,restaurant,online,20.44,1479,3,147.2,0.0,0,1,0,1,0,0
TXN000613,0.0,21,travel,mobile_app,9.13,3870,2,69.73,0.0,0,1,0,1,0,0
TXN000614,1.66,9,electronics,atm,25.45,2578,3,46.96,0.04,0,1,0,1,0,0
TXN000615,72.94,8,grocery,in_store,4.07,3620,3,129.54,0.56,0,1,0,1,0,0
TXN000616,0.0,9,entertainment,online,0.0,1222,6,193.82,0.0,0,1,0,1,1,0
TXN000617,135.28,20,grocery,in_store,21.01,1700,1,33.76,4.01,0,1,0,1,0,0
TXN000618,0.0,12,fuel,in_store,32.58,1247,2,55.92,0.0,0,1,0,1,0,0
TXN000619,15.78,16,grocery,mobile_app,0.0,1235,1,74.07,0.21,0,1,0,1,0,0
TXN000620,537.01,23,electronics,in_store,592.36,243,2,120.25,4.47,0,1,0,1,1,1
TXN000621,87.49,3,travel,in_store,64.13,2006,1,109.43,0.8,0,0,0,1,0,0
TXN000622,0.0,18,restaurant,atm,49.29,2762,6,112.59,0.0,0,1,0,1,0,0
TXN000623,0.0,12,electronics,mobile_app,40.46,3524,1,141.75,0.0,0,1,0,1,0,0
TXN000624,42.69,22,grocery,mobile_app,10.62,2225,3,182.58,0.23,0,0,0,1,0,0
TXN000625,738.55,5,jewelry,online,362.52,349,11,72.05,10.25,1,0,1,1,2,1
TXN000626,226.36,19,grocery,online,79.64,0,1,128.57,1.76,0,0,0,1,0,0
TXN000627,886.79,2,jewelry,mobile_app,230.41,0,4,438.09,2.02,1,0,1,0,0,1
TXN000628,39.5,16,grocery,mobile_app,0.0,760,2,142.83,0.28,0,1,0,1,0,0
TXN000629,72.14,14,fuel,online,6.46,3543,1,115.08,0.63,0,0,0,1,0,0
TXN000630,232.12,3,travel,online,28.14,885,2,56.81,4.09,0,1,0,1,0,0
TXN000631,144.76,11,fuel,online,45.42,789,2,106.19,1.36,0,0,0,1,0,0
TXN000632,120.53,18,fuel,online,31.1,770,3,121.15,0.99,0,1,1,1,0,0
TXN000633,83.34,19,restaurant,online,0.0,360,0,78.22,1.07,0,0,0,1,0,0
TXN000634,35.27,9,utilities,online,74.13,190,2,73.94,0.48,1,1,0,1,0,0
TXN000635,75.1,13,entertainment,online,0.0,2263,0,68.68,1.09,0,0,0,1,0,0
TXN000636,177.41,11,healthcare,mobile_app,0.0,959,1,79.41,2.23,0,1,0,1,0,0
TXN000637,477.18,19,entertainment,online,307.34,0,2,44.75,10.66,1,1,1,0,0,1
TXN000638,0.0,8,grocery,mobile_app,0.0,673,0,71.44,0.0,0,1,0,1,0,0
TXN000639,37.34,22,grocery,in_store,56.07,1926,0,66.33,0.56,0,1,0,1,0,0
TXN000640,7.14,19,fuel,mobile_app,57.23,1203,2,30.37,0.24,0,0,0,1,0,0
TXN000641,0.0,20,jewelry,atm,0.0,2763,2,146.8,0.0,0,1,0,1,0,0
TXN000642,271.45,7,online_retail,online,35.55,1144,1,125.86,2.16,0,1,0,1,0,0
TXN000643,552.49,23,online_retail,online,456.34,0,8,315.52,1.75,0,1,1,0,1,1
TXN000644,155.79,19,travel,online,0.0,4569,1,188.99,0.82,0,1,0,1,0,0
TXN000645,0.0,10,online_retail,online,108.41,3313,2,72.11,0.0,0,0,0,1,0,0
TXN000646,128.18,11,restaurant,in_store,60.65,2947,3,113.1,1.13,0,1,0,1,0,0
TXN000647,237.26,14,grocery,online,41.33,3159,3,47.47,5.0,0,1,0,1,0,0
TXN000648,103.0,12,healthcare,in_store,0.0,930,0,79.39,1.3,0,0,0,1,0,0
TXN000649,0.0,20,fuel,online,24.34,3360,1,10.72,0.0,0,1,0,1,0,1
TXN000650,12.39,19,online_retail,online,0.0,2093,2,114.23,0.11,0,0,1,1,0,0
TXN000651,73.41,20,utilities,mobile_app,10.08,108,3,108.04,0.68,0,1,0,1,0,0
TXN000652,198.4,1,restaurant,atm,30.98,2725,3,29.79,6.66,0,1,0,1,0,0
TXN000653,95.31,16,grocery,in_store,0.0,0,2,33.35,2.86,0,1,0,1,0,0
TXN000654,212.27,8,electronics,online,0.0,3234,4,19.54,10.86,0,0,0,1,0,0
TXN000655,59.0,19,entertainment,in_store,139.54,3056,0,68.77,0.86,0,1,0,1,0,0
TXN000656,0.0,19,electronics,mobile_app,23.71,889,2,20.57,0.0,0,0,0,1,0,1
TXN000657,21.96,21,fuel,in_store,48.61,3367,1,111.84,0.2,0,1,0,1,0,0
TXN000658,185.79,12,grocery,online,7.09,2694,0,1.0,185.79,0,0,0,1,1,0
TXN000659,46.53,13,utilities,in_store,0.0,2626,1,87.21,0.53,0,1,1,1,0,0
TXN000660,141.6,16,entertainment,in_store,1.75,2498,3,13.89,10.19,0,1,0,1,0,0
TXN000661,165.1,17,electronics,mobile_app,4.23,1707,0,42.48,3.89,0,1,0,1,0,1
TXN000662,95.2,21,online_retail,online,37.8,1038,3,166.19,0.57,0,0,0,1,1,0
TXN000663,50.2,3,entertainment,mobile_app,42.71,1779,5,183.54,0.27,0,0,0,1,0,0
TXN000664,174.36,13,restaurant,in_store,43.03,1412,0,234.92,0.74,0,0,1,1,0,0
TXN000665,0.0,5,utilities,mobile_app,56.81,2378,3,85.1,0.0,0,1,0,1,0,0
TXN000666,49.81,14,grocery,atm,85.35,704,1,119.61,0.42,0,1,0,1,0,0
TXN000667,117.15,9,electronics,mobile_app,17.99,3406,4,106.82,1.1,0,0,0,1,0,0
TXN000668,161.32,19,grocery,in_store,49.78,825,1,89.26,1.81,0,1,0,1,0,0
TXN000669,126.64,13,grocery,in_store,47.14,1408,0,177.89,0.71,0,1,0,1,0,0
TXN000670,190.95,19,grocery,in_store,0.0,0,0,71.54,2.67,0,0,0,1,0,0
TXN000671,0.0,11,entertainment,in_store,4.73,2490,2,62.96,0.0,0,0,0,1,0,0
TXN000672,243.33,22,restaurant,online,0.0,1302,4,124.82,1.95,0,1,0,1,0,0
TXN000673,85.34,8,fuel,online,23.44,1708,0,91.31,0.93,0,1,0,1,0,0
TXN000674,0.0,21,grocery,in_store,0.0,2619,0,90.68,0.0,0,1,0,1,0,1
TXN000675,55.4,18,restaurant,in_store,37.25,2176,2,60.36,0.92,0,1,0,1,0,0
TXN000676,1161.1,23,jewelry,online,507.9,935,8,90.36,12.85,1,1,1,1,0,1
TXN000677,33.86,19,fuel,atm,55.85,2354,1,39.5,0.86,0,1,1,1,0,0
TXN000678,39.55,9,grocery,in_store,75.07,1379,0,114.98,0.34,0,1,0,1,0,0
TXN000679,197.96,14,online_retail,atm,0.0,669,0,155.97,1.27,0,1,0,1,0,0
TXN000680,50.45,15,travel,atm,0.0,1678,4,17.66,2.86,0,1,0,1,0,0
TXN000681,57.7,23,electronics,in_store,135.12,2364,1,59.04,0.98,0,1,0,1,0,0
TXN000682,314.73,14,fuel,online,48.74,3979,0,73.06,4.31,0,0,0,1,0,0
TXN000683,32.39,22,electronics,in_store,15.84,3349,0,122.07,0.27,0,0,0,1,0,0
TXN000684,1279.25,8,electronics,online,909.1,455,7,323.2,3.96,0,0,0,0,2,1
TXN000685,33.57,4,jewelry,mobile_app,2.21,681,2,107.23,0.31,0,1,0,1,0,1
TXN000686,799.88,1,travel,atm,144.05,0,3,83.71,9.56,0,1,1,1,0,1
TXN000687,167.22,4,travel,online,0.0,3121,0,158.79,1.05,0,1,0,1,0,0
TXN000688,0.0,10,jewelry,in_store,3.5,2078,1,133.49,0.0,0,1,0,1,0,0
TXN000689,0.0,14,utilities,mobile_app,0.0,2688,4,21.7,0.0,1,0,0,1,0,0
TXN000690,129.58,6,grocery,in_store,0.0,1203,3,82.29,1.57,0,1,0,1,0,0
TXN000691,0.0,13,restaurant,atm,121.24,2647,3,67.82,0.0,1,1,0,1,0,0
TXN000692,133.65,13,fuel,atm,0.0,3698,4,47.69,2.8,0,0,0,1,0,0
TXN000693,120.34,20,entertainment,atm,21.79,4159,2,90.89,1.32,0,1,0,1,0,0
TXN000694,153.99,14,online_retail,mobile_app,18.03,2930,4,67.44,2.28,0,1,0,1,0,0
TXN000695,77.33,13,healthcare,mobile_app,41.43,1470,1,79.39,0.97,0,1,0,1,0,0
TXN000696,127.24,17,grocery,online,0.0,138,0,94.18,1.35,0,1,0,1,0,0
TXN000697,193.2,14,grocery,mobile_app,62.15,1612,0,88.19,2.19,0,1,0,1,0,0
TXN000698,181.65,23,grocery,online,31.44,1905,0,183.81,0.99,0,1,0,1,0,0
TXN000699,130.04,23,grocery,in_store,0.0,1162,1,68.06,1.91,0,1,0,1,0,0
TXN000700,48.63,11,online_retail,in_store,8.99,2999,0,70.58,0.69,0,1,0,1,0,0
TXN000701,157.06,1,restaurant,atm,8.16,533,2,252.43,0.62,0,1,0,1,0,0
TXN000702,141.33,20,restaurant,online,0.0,1600,2,38.54,3.67,0,1,0,1,0,0
TXN000703,150.06,6,electronics,atm,36.62,575,0,117.97,1.27,0,1,0,1,0,0
TXN000704,11.46,9,grocery,in_store,33.62,3292,1,104.15,0.11,0,0,1,1,0,0
TXN000705,2.96,21,fuel,mobile_app,23.44,1349,1,36.81,0.08,0,1,0,1,0,0
TXN000706,100.93,21,utilities,atm,18.05,2672,0,190.23,0.53,0,0,0,1,0,0
TXN000707,35.93,11,entertainment,in_store,14.45,3414,1,70.72,0.51,0,1,1,1,0,0
TXN000708,12.2,20,utilities,atm,0.0,1305,2,58.11,0.21,0,1,0,1,0,0
TXN000709,206.53,4,restaurant,online,39.59,989,1,45.72,4.52,0,1,0,1,0,0
TXN000710,88.93,9,restaurant,atm,26.5,2833,2,9.89,8.99,0,1,0,1,1,0
TXN000711,170.98,20,electronics,in_store,0.0,224,3,97.75,1.75,0,0,0,1,0,0
TXN000712,189.66,17,fuel,online,31.1,2923,1,181.65,1.04,0,1,0,1,0,0
TXN000713,67.51,11,fuel,online,32.3,2511,1,94.95,0.71,0,1,0,1,0,0
TXN000714,91.07,10,restaurant,online,64.73,2706,3,159.5,0.57,0,0,0,1,0,0
TXN000715,151.7,19,utilities,in_store,33.66,1575,2,249.19,0.61,0,1,0,1,0,0
TXN000716,18.35,17,fuel,online,24.49,1039,1,338.27,0.05,0,1,0,1,0,0
TXN000717,20.26,11,fuel,online,50.39,2211,1,46.39,0.44,0,1,0,1,0,0
TXN000718,325.31,14,online_retail,mobile_app,6.77,3322,0,128.91,2.52,0,1,0,1,0,0
TXN000719,0.0,19,grocery,mobile_app,25.96,1602,1,178.43,0.0,0,1,0,1,0,0
TXN000720,192.3,8,restaurant,in_store,0.0,2846,1,139.24,1.38,0,1,0,1,0,0
TXN000721,77.02,13,restaurant,mobile_app,57.56,603,1,60.14,1.28,0,1,1,1,0,0
TXN000722,385.84,19,fuel,in_store,0.0,2605,2,70.68,5.46,0,1,0,1,0,0
TXN000723,173.42,20,online_retail,atm,43.7,2815,0,151.88,1.14,0,0,0,1,0,0
TXN000724,166.48,9,electronics,online,4.78,1557,0,287.3,0.58,0,1,1,1,0,0
TXN000725,154.65,11,restaurant,in_store,46.41,1340,2,162.79,0.95,0,0,1,1,0,0
TXN000726,0.0,1,grocery,mobile_app,0.0,1487,1,100.06,0.0,0,1,0,1,0,0
TXN000727,102.69,14,electronics,in_store,20.14,2900,2,142.11,0.72,0,1,0,1,0,0
TXN000728,23.54,17,grocery,mobile_app,39.06,3243,4,24.26,0.97,0,1,0,1,0,1
TXN000729,0.0,12,grocery,in_store,20.32,593,3,69.7,0.0,0,0,1,1,0,0
TXN000730,33.36,9,grocery,atm,0.0,2334,3,128.22,0.26,0,1,0,1,0,0
TXN000731,425.73,11,utilities,online,34.08,413,2,374.47,1.14,0,0,0,1,0,0
TXN000732,53.62,18,grocery,in_store,0.0,1881,1,176.79,0.3,0,1,0,1,0,0
TXN000733,202.58,22,online_retail,online,0.0,667,3,46.94,4.32,0,1,0,1,0,0
TXN000734,196.43,15,grocery,in_store,0.0,1294,4,1.0,196.43,0,1,0,1,0,0
TXN000735,226.34,18,restaurant,mobile_app,68.1,3960,1,77.8,2.91,0,1,0,0,0,0
TXN000736,186.45,14,fuel,online,23.44,1302,1,90.61,2.06,0,0,0,1,0,0
TXN000737,209.05,19,grocery,atm,24.59,340,0,73.4,2.85,0,1,0,1,0,0
TXN000738,90.73,20,fuel,mobile_app,76.77,3233,0,61.86,1.47,0,1,0,1,0,0
TXN000739,74.87,9,fuel,online,0.0,1093,2,158.3,0.47,0,1,0,1,0,0
TXN000740,97.19,20,electronics,in_store,29.12,2800,4,86.94,1.12,0,1,0,1,0,0
TXN000741,152.19,17,entertainment,in_store,9.59,608,1,14.19,10.73,0,1,0,1,0,0
TXN000742,108.47,21,online_retail,atm,10.02,1178,0,95.48,1.14,0,0,0,1,0,0
TXN000743,108.3,14,entertainment,in_store,62.57,1624,1,1.0,108.3,0,1,0,1,0,0
TXN000744,11.69,11,grocery,in_store,99.04,0,2,127.39,0.09,0,1,0,1,0,0
TXN000745,0.0,8,fuel,mobile_app,0.0,2247,1,90.6,0.0,0,0,0,1,0,0
TXN000746,249.99,4,restaurant,atm,40.74,255,0,64.82,3.86,0,1,0,1,0,0
TXN000747,89.95,5,electronics,online,26.09,1957,1,208.07,0.43,0,1,0,1,0,0
TXN000748,47.29,21,grocery,online,26.01,3272,2,1.0,47.29,0,0,0,1,0,0
TXN000749,38.4,21,electronics,atm,21.53,1856,1,80.52,0.48,0,1,0,1,0,0
TXN000750,67.09,3,fuel,in_store,0.0,1536,2,59.03,1.14,0,1,0,1,0,0
TXN000751,240.64,11,electronics,online,0.0,1750,1,70.4,3.42,0,1,0,1,0,0
TXN000752,107.52,23,online_retail,in_store,79.87,772,2,156.7,0.69,0,0,0,1,0,0
TXN000753,227.11,12,restaurant,online,0.0,439,1,1.0,227.11,0,1,0,0,0,0
TXN000754,49.2,8,grocery,online,39.21,3045,1,55.25,0.89,0,0,0,1,0,0
TXN000755,70.65,23,travel,in_store,3.35,2387,2,19.97,3.54,0,0,0,1,0,0
TXN000756,64.51,16,fuel,in_store,0.0,1273,1,55.17,1.17,0,1,0,1,0,0
TXN000757,0.0,19,restaurant,in_store,21.43,1860,4,134.38,0.0,0,1,1,1,0,0
TXN000758,168.44,20,fuel,in_store,3.06,2813,1,128.46,1.31,0,0,0,1,0,0
TXN000759,156.25,12,entertainment,online,0.0,3064,2,50.26,3.11,0,0,0,1,0,0
TXN000760,187.43,15,entertainment,mobile_app,16.14,2125,3,148.31,1.26,0,1,0,1,0,0
TXN000761,0.0,16,grocery,online,9.75,3104,0,173.42,0.0,0,1,0,1,0,0
TXN000762,0.0,23,electronics,online,48.36,211,2,41.05,0.0,0,1,0,1,0,0
TXN000763,47.28,2,entertainment,online,0.0,2143,1,42.2,1.12,0,1,0,1,0,0
TXN000764,295.45,16,electronics,online,0.0,1405,1,130.86,2.26,1,1,0,1,0,0
TXN000765,87.5,16,restaurant,in_store,58.09,2362,3,67.99,1.29,0,1,0,1,0,0
TXN000766,42.58,7,electronics,online,10.06,2250,5,75.29,0.57,0,0,0,1,0,0
TXN000767,16.74,15,restaurant,atm,0.0,652,1,39.98,0.42,0,1,0,0,0,0
TXN000768,51.54,17,grocery,in_store,0.0,2103,2,95.64,0.54,0,1,0,1,0,0
TXN000769,146.46,12,grocery,atm,0.0,469,2,116.56,1.26,0,0,0,1,0,0
TXN000770,139.08,0,electronics,atm,11.74,3894,2,54.98,2.53,0,0,0,1,1,0
TXN000771,263.48,10,online_retail,in_store,7.3,4055,3,24.31,10.84,0,0,0,1,0,0
TXN000772,12.02,3,restaurant,in_store,0.0,1700,0,234.63,0.05,0,1,0,1,0,0
TXN000773,121.69,17,online_retail,online,41.59,1999,1,93.17,1.31,0,0,0,1,0,0
TXN000774,79.12,8,grocery,in_store,76.52,1076,3,273.72,0.29,0,1,0,1,0,0
TXN000775,11.19,12,restaurant,mobile_app,0.0,1568,2,49.7,0.23,0,0,0,1,0,0
TXN000776,153.4,6,grocery,atm,0.0,4163,2,143.89,1.07,0,1,0,1,1,0
TXN000777,62.41,7,utilities,mobile_app,46.55,0,0,23.15,2.7,0,1,0,1,0,0
TXN000778,36.1,8,restaurant,mobile_app,87.9,336,0,45.99,0.78,0,1,0,1,0,0
TXN000779,89.81,13,travel,mobile_app,0.0,3026,2,86.31,1.04,0,0,0,1,0,0
TXN000780,142.74,7,restaurant,mobile_app,58.04,2536,3,30.31,4.71,1,0,0,0,0,0
TXN000781,81.34,8,grocery,in_store,77.28,2157,5,220.23,0.37,1,1,0,0,0,0
TXN000782,157.85,14,restaurant,in_store,0.0,2801,2,145.25,1.09,0,0,0,1,0,0
TXN000783,63.26,18,grocery,in_store,72.33,745,0,33.47,1.89,0,0,0,1,0,0
TXN000784,0.0,19,restaurant,mobile_app,0.0,2824,1,137.49,0.0,0,1,0,1,0,0
TXN000785,111.66,12,online_retail,online,35.39,92,1,163.17,0.68,0,0,0,1,0,0
TXN000786,92.56,5,restaurant,online,0.0,1165,1,354.07,0.26,0,1,0,1,0,0
TXN000787,31.75,7,online_retail,online,69.37,3066,0,75.9,0.42,0,0,0,1,0,0
TXN000788,155.55,18,fuel,atm,39.67,74,1,51.18,3.04,0,1,0,1,0,0
TXN000789,11.92,21,utilities,mobile_app,91.99,947,2,48.18,0.25,0,1,0,1,0,0
TXN000790,100.78,18,online_retail,in_store,73.04,3072,1,117.46,0.86,0,0,0,1,0,0
TXN000791,60.78,8,electronics,online,6.1,2662,3,82.57,0.74,0,0,0,1,0,0
TXN000792,194.83,16,online_retail,mobile_app,158.23,1938,1,39.22,4.97,0,1,0,1,0,0
TXN000793,212.76,8,restaurant,online,59.9,3370,1,59.83,3.56,0,1,1,1,0,0
TXN000794,171.87,15,restaurant,atm,32.79,3253,2,58.55,2.94,0,1,0,1,0,0
TXN000795,24.87,15,entertainment,online,0.0,2746,1,283.4,0.09,0,1,0,1,0,0
TXN000796,0.0,14,online_retail,atm,0.0,894,2,255.5,0.0,0,0,0,1,0,0
TXN000797,229.79,13,restaurant,online,0.0,2443,0,181.72,1.26,0,0,0,1,1,1
TXN000798,156.71,16,grocery,in_store,0.0,497,2,150.5,1.04,0,1,0,1,0,0
TXN000799,134.69,15,restaurant,atm,78.66,2984,0,224.76,0.6,0,1,0,1,0,0
TXN000800,79.55,13,healthcare,online,30.65,50,1,28.65,2.78,0,1,0,1,0,0
TXN000801,125.75,15,restaurant,in_store,0.0,2739,2,337.19,0.37,0,1,0,1,0,0
TXN000802,90.13,3,healthcare,in_store,0.0,2895,1,136.14,0.66,0,1,0,1,0,0
TXN000803,207.29,12,grocery,in_store,0.0,2038,5,101.59,2.04,0,1,0,1,0,1
TXN000804,93.64,8,fuel,online,41.66,3117,3,14.24,6.58,0,1,0,1,0,0
TXN000805,0.0,14,grocery,in_store,0.0,895,0,116.7,0.0,0,0,0,1,0,0
TXN000806,139.76,20,travel,mobile_app,31.33,487,2,104.99,1.33,0,0,0,1,0,0
TXN000807,43.48,4,restaurant,mobile_app,19.05,3052,1,30.16,1.44,0,0,0,1,0,0
TXN000808,0.0,20,online_retail,mobile_app,0.0,2812,2,87.55,0.0,0,0,1,1,0,0
TXN000809,134.76,14,entertainment,online,73.8,2358,1,99.34,1.36,0,1,0,1,0,0
TXN000810,330.53,16,online_retail,online,273.05,0,3,211.78,1.56,0,0,1,1,0,1
TXN000811,184.44,19,electronics,in_store,0.0,1823,1,94.71,1.95,0,0,0,1,0,0
TXN000812,0.37,10,entertainment,mobile_app,47.88,3285,0,53.58,0.01,0,0,0,1,0,0
TXN000813,51.94,21,restaurant,online,4.89,840,3,105.87,0.49,1,0,0,1,0,0
TXN000814,139.94,3,entertainment,online,37.8,3462,1,79.03,1.77,0,1,0,1,0,0
TXN000815,21.5,0,fuel,in_store,0.0,998,2,44.47,0.48,0,1,0,1,0,0
TXN000816,63.03,9,restaurant,atm,37.91,1859,1,60.54,1.04,0,0,0,1,0,0
TXN000817,120.24,13,grocery,in_store,101.21,3187,2,269.01,0.45,0,0,0,1,0,0
TXN000818,46.61,11,grocery,mobile_app,0.0,1565,3,145.09,0.32,0,1,0,1,0,0
TXN000819,30.76,1,travel,in_store,23.22,0,0,74.81,0.41,0,1,0,1,0,0
TXN000820,21.03,1,electronics,mobile_app,0.0,1455,2,105.34,0.2,0,1,0,1,0,0
TXN000821,85.13,8,utilities,online,132.18,1389,2,28.02,3.04,0,1,0,1,0,0
TXN000822,151.48,13,entertainment,online,61.73,1672,1,50.81,2.98,0,0,0,1,0,0
TXN000823,21.86,5,fuel,mobile_app,43.86,2926,2,144.45,0.15,0,0,0,1,0,0
TXN000824,20.64,23,online_retail,online,0.0,1401,1,208.17,0.1,0,0,0,1,0,0
TXN000825,34.2,21,fuel,mobile_app,11.38,1899,1,71.56,0.48,0,0,0,1,0,0
TXN000826,261.59,10,grocery,mobile_app,41.61,2448,3,72.47,3.61,0,1,0,1,0,0
TXN000827,108.01,5,restaurant,mobile_app,0.0,2463,1,97.59,1.11,0,1,0,1,0,0
TXN000828,0.0,17,grocery,online,0.0,2908,1,38.93,0.0,0,0,0,0,0,0
TXN000829,0.0,2,electronics,in_store,13.19,2803,1,86.34,0.0,0,1,0,1,0,0
TXN000830,64.41,19,grocery,online,20.75,2656,1,103.88,0.62,0,0,0,1,0,0
TXN000831,166.12,12,grocery,atm,59.56,3512,3,89.69,1.85,0,0,0,0,0,0
TXN000832,50.89,6,grocery,online,0.0,379,1,71.3,0.71,1,1,0,1,0,0
TXN000833,83.33,1,utilities,online,45.13,2073,0,121.63,0.69,0,0,0,1,0,0
TXN000834,81.05,18,restaurant,online,0.0,1013,3,40.31,2.01,0,0,0,1,0,0
TXN000835,1311.42,1,healthcare,atm,1144.16,0,7,169.62,7.73,1,1,1,0,0,1
TXN000836,185.26,10,utilities,mobile_app,15.28,0,4,1.08,171.54,0,1,0,1,0,0
TXN000837,42.57,3,grocery,in_store,34.92,804,0,259.52,0.16,0,0,0,0,0,0
TXN000838,504.48,8,online_retail,online,53.9,1993,1,21.79,23.15,0,0,0,1,0,0
TXN000839,100.44,14,electronics,in_store,0.0,0,0,99.22,1.01,0,0,0,1,0,0
TXN000840,95.43,10,travel,online,0.0,993,1,90.94,1.05,0,1,0,1,0,0
TXN000841,70.16,21,healthcare,online,0.0,1038,0,81.74,0.86,0,0,0,1,0,0
TXN000842,66.1,20,electronics,online,0.0,1014,3,81.33,0.81,0,0,0,1,0,0
TXN000843,0.0,12,grocery,mobile_app,6.79,329,3,161.32,0.0,0,1,0,1,0,0
TXN000844,56.62,3,grocery,mobile_app,8.39,3219,1,101.07,0.56,0,0,0,1,0,0
TXN000845,88.35,15,restaurant,online,0.0,2320,1,61.19,1.44,0,1,0,1,0,1
TXN000846,89.99,21,grocery,in_store,0.0,3152,0,281.89,0.32,0,0,0,1,0,0
TXN000847,98.92,8,online_retail,mobile_app,68.47,206,2,79.46,1.24,0,1,0,1,0,0
TXN000848,205.99,3,electronics,online,53.89,2740,0,30.2,6.82,0,1,1,1,0,0
TXN000849,105.96,0,electronics,in_store,0.0,2853,9,179.28,0.59,0,0,0,1,0,0
TXN000850,296.89,5,online_retail,online,265.31,0,7,168.88,1.76,0,0,1,1,1,1
