order_id,order_date,customer_id,customer_segment,region,sales_channel,product_category,product_name,quantity,currency,unit_price,discount_pct,gross_sales,discount_amount,net_sales,unit_cost,cost_of_goods_sold,shipping_cost,gross_profit,contribution_profit,contribution_margin_pct,delivery_days,customer_satisfaction_1_to_5
ORD-00330,2025-04-28,CUS-0096,Corporate,East,Retail,Accessories,Desk Lamp,13,USD,39,5,507,25.35,481.65,16,208,0,273.65,273.65,56.82,0,5
ORD-00331,2025-04-28,CUS-0119,Small Business,South,Retail,Accessories,Desk Lamp,4,USD,39,15,156,23.4,132.6,16,64,0,68.6,68.6,51.73,0,5
ORD-00332,2025-04-30,CUS-0134,Small Business,South,Direct Sales,Furniture,Office Chair,2,USD,195,0,390,0,390,105,210,10.16,180,169.84,43.55,3,4
ORD-00333,2025-04-30,CUS-0163,Corporate,South,Online,Technology,Keyboard,12,USD,65,5,780,39,741,28,336,23.71,405,381.29,51.46,1,5
ORD-00334,2025-05-01,CUS-0246,Small Business,North,Direct Sales,Accessories,Desk Lamp,6,USD,39,15,234,35.1,198.9,16,96,19.54,102.9,83.36,41.91,2,4
ORD-00335,2025-05-02,CUS-0097,Small Business,East,Retail,Technology,Laptop,3,USD,899,0,2697,0,2697,610,1830,0,867,867,32.15,0,5
ORD-00336,2025-05-02,CUS-0124,Corporate,West,Direct Sales,Office Supplies,Notebook Set,16,USD,18,20,288,57.6,230.4,7,112,26.66,118.4,91.74,39.82,9,4
ORD-00337,2025-05-03,CUS-0108,Consumer,South,Direct Sales,Technology,Laptop,5,USD,899,5,4495,224.75,4270.25,610,3050,16.68,1220.25,1203.57,28.19,8,4
ORD-00338,2025-05-04,CUS-0240,Corporate,North,Retail,Furniture,Office Chair,5,USD,195,5,975,48.75,926.25,105,525,0,401.25,401.25,43.32,0,4
ORD-00339,2025-05-04,CUS-0038,Small Business,North,Direct Sales,Technology,Keyboard,6,USD,65,5,390,19.5,370.5,28,168,18.02,202.5,184.48,49.79,6,4
ORD-00340,2025-05-04,CUS-0045,Consumer,North,Online,Technology,Keyboard,2,USD,65,20,130,26,104,28,56,7.84,48,40.16,38.62,8,4
ORD-00341,2025-05-04,CUS-0155,Corporate,West,Retail,Technology,Monitor,4,USD,249,0,996,0,996,155,620,0,376,376,37.75,0,5
ORD-00342,2025-05-04,CUS-0090,Small Business,West,Retail,Furniture,Office Chair,8,USD,195,15,1560,234,1326,105,840,0,486,486,36.65,0,5
ORD-00343,2025-05-05,CUS-0025,Corporate,West,Direct Sales,Furniture,Desk,6,USD,350,15,2100,315,1785,210,1260,20.18,525,504.82,28.28,7,3
ORD-00344,2025-05-05,CUS-0072,Small Business,South,Direct Sales,Technology,Laptop,8,USD,899,20,7192,1438.4,5753.6,610,4880,18.13,873.6,855.47,14.87,5,4
ORD-00345,2025-05-05,CUS-0066,Consumer,West,Direct Sales,Furniture,Office Chair,4,USD,195,0,780,0,780,105,420,16.31,360,343.69,44.06,2,5
ORD-00346,2025-05-05,CUS-0200,Corporate,North,Direct Sales,Office Supplies,Notebook Set,11,USD,18,20,198,39.6,158.4,7,77,24.68,81.4,56.72,35.81,1,4
ORD-00347,2025-05-06,CUS-0190,Consumer,West,Online,Accessories,Desk Lamp,5,USD,39,5,195,9.75,185.25,16,80,14.35,105.25,90.9,49.07,3,5
ORD-00348,2025-05-06,CUS-0041,Small Business,East,Online,Technology,Monitor,12,USD,249,0,2988,0,2988,155,1860,20.1,1128,1107.9,37.08,3,5
ORD-00349,2025-05-06,CUS-0131,Small Business,North,Online,Technology,Laptop,11,USD,899,0,9889,0,9889,610,6710,18.76,3179,3160.24,31.96,3,4
ORD-00350,2025-05-07,CUS-0215,Consumer,West,Retail,Office Supplies,Paper Pack,4,USD,12,0,48,0,48,5,20,0,28,28,58.33,0,5
ORD-00351,2025-05-07,CUS-0135,Small Business,East,Retail,Office Supplies,Notebook Set,5,USD,18,0,90,0,90,7,35,0,55,55,61.11,0,5
ORD-00352,2025-05-07,CUS-0223,Corporate,West,Direct Sales,Office Supplies,Paper Pack,6,USD,12,5,72,3.6,68.4,5,30,15.5,38.4,22.9,33.48,2,4
ORD-00353,2025-05-07,CUS-0167,Corporate,North,Online,Technology,Monitor,24,USD,249,10,5976,597.6,5378.4,155,3720,33.46,1658.4,1624.94,30.21,1,4
ORD-00354,2025-05-08,CUS-0013,Consumer,South,Direct Sales,Office Supplies,Paper Pack,3,USD,12,0,36,0,36,5,15,14.2,21,6.8,18.89,3,4
ORD-00355,2025-05-08,CUS-0153,Consumer,West,Online,Office Supplies,Paper Pack,2,USD,12,15,24,3.6,20.4,5,10,10.97,10.4,-0.57,-2.79,8,5
ORD-00356,2025-05-09,CUS-0027,Corporate,North,Retail,Furniture,Office Chair,22,USD,195,15,4290,643.5,3646.5,105,2310,0,1336.5,1336.5,36.65,0,5
ORD-00357,2025-05-09,CUS-0236,Corporate,North,Online,Technology,Keyboard,3,USD,65,20,195,39,156,28,84,12.41,72,59.59,38.2,7,4
ORD-00358,2025-05-09,CUS-0135,Small Business,East,Retail,Office Supplies,Paper Pack,1,USD,12,20,12,2.4,9.6,5,5,0,4.6,4.6,47.92,0,5
ORD-00359,2025-05-09,CUS-0236,Corporate,North,Online,Accessories,Desk Lamp,22,USD,39,0,858,0,858,16,352,32.43,506,473.57,55.19,3,5
ORD-00360,2025-05-10,CUS-0030,Small Business,West,Online,Technology,Laptop,12,USD,899,20,10788,2157.6,8630.4,610,7320,24.39,1310.4,1286.01,14.9,7,4
ORD-00361,2025-05-10,CUS-0192,Corporate,West,Direct Sales,Office Supplies,Printer Ink,13,USD,49,0,637,0,637,24,312,20.51,325,304.49,47.8,3,5
ORD-00362,2025-05-11,CUS-0078,Small Business,South,Direct Sales,Furniture,Desk,7,USD,350,5,2450,122.5,2327.5,210,1470,19.59,857.5,837.91,36,5,4
ORD-00363,2025-05-12,CUS-0234,Consumer,East,Retail,Technology,Monitor,4,USD,249,0,996,0,996,155,620,0,376,376,37.75,0,5
ORD-00364,2025-05-12,CUS-0109,Consumer,South,Retail,Accessories,Desk Lamp,2,USD,39,10,78,7.8,70.2,16,32,0,38.2,38.2,54.42,0,5
ORD-00365,2025-05-12,CUS-0087,Consumer,North,Online,Office Supplies,Notebook Set,1,USD,18,5,18,0.9,17.1,7,7,13.02,10.1,-2.92,-17.08,5,5
ORD-00366,2025-05-12,CUS-0107,Small Business,East,Direct Sales,Furniture,Desk,1,USD,350,20,350,70,280,210,210,7.71,70,62.29,22.25,6,4
ORD-00367,2025-05-13,CUS-0139,Consumer,West,Direct Sales,Accessories,Desk Lamp,4,USD,39,10,156,15.6,140.4,16,64,15.28,76.4,61.12,43.53,6,5
ORD-00368,2025-05-13,CUS-0233,Small Business,South,Direct Sales,Accessories,Desk Lamp,3,USD,39,20,117,23.4,93.6,16,48,14.58,45.6,31.02,33.14,8,3
ORD-00369,2025-05-15,CUS-0191,Small Business,North,Retail,Office Supplies,Paper Pack,3,USD,12,20,36,7.2,28.8,5,15,0,13.8,13.8,47.92,0,5
ORD-00370,2025-05-15,CUS-0002,Corporate,South,Retail,Technology,Monitor,5,USD,249,10,1245,124.5,1120.5,155,775,0,345.5,345.5,30.83,0,4
ORD-00371,2025-05-15,CUS-0043,Small Business,South,Online,Office Supplies,Notebook Set,5,USD,18,5,90,4.5,85.5,7,35,18.85,50.5,31.65,37.02,7,4
ORD-00372,2025-05-15,CUS-0236,Corporate,North,Online,Furniture,Office Chair,5,USD,195,15,975,146.25,828.75,105,525,11.89,303.75,291.86,35.22,3,4
ORD-00373,2025-05-15,CUS-0240,Corporate,North,Retail,Accessories,Desk Lamp,22,USD,39,0,858,0,858,16,352,0,506,506,58.97,0,5
ORD-00374,2025-05-15,CUS-0001,Small Business,North,Retail,Office Supplies,Printer Ink,7,USD,49,15,343,51.45,291.55,24,168,0,123.55,123.55,42.38,0,5
ORD-00375,2025-05-16,CUS-0223,Corporate,West,Online,Office Supplies,Paper Pack,6,USD,12,0,72,0,72,5,30,19.48,42,22.52,31.28,1,4
ORD-00376,2025-05-16,CUS-0184,Corporate,East,Retail,Furniture,Office Chair,9,USD,195,20,1755,351,1404,105,945,0,459,459,32.69,0,5
ORD-00377,2025-05-17,CUS-0221,Corporate,West,Direct Sales,Accessories,Backpack,24,USD,59,5,1416,70.8,1345.2,25,600,39.14,745.2,706.06,52.49,5,5
ORD-00378,2025-05-17,CUS-0243,Consumer,North,Online,Furniture,Desk,5,USD,350,0,1750,0,1750,210,1050,18.16,700,681.84,38.96,5,4
ORD-00379,2025-05-17,CUS-0096,Corporate,East,Direct Sales,Office Supplies,Notebook Set,14,USD,18,10,252,25.2,226.8,7,98,24.1,128.8,104.7,46.16,6,3
ORD-00380,2025-05-17,CUS-0207,Corporate,South,Online,Office Supplies,Paper Pack,10,USD,12,15,120,18,102,5,50,18.16,52,33.84,33.18,5,5
ORD-00381,2025-05-17,CUS-0015,Corporate,South,Direct Sales,Accessories,Backpack,17,USD,59,15,1003,150.45,852.55,25,425,32.27,427.55,395.28,46.36,8,3
ORD-00382,2025-05-18,CUS-0176,Consumer,South,Online,Accessories,Backpack,4,USD,59,15,236,35.4,200.6,25,100,10.99,100.6,89.61,44.67,1,5
ORD-00383,2025-05-18,CUS-0084,Corporate,East,Retail,Office Supplies,Printer Ink,1,USD,49,10,49,4.9,44.1,24,24,0,20.1,20.1,45.58,0,5
ORD-00384,2025-05-18,CUS-0230,Consumer,South,Retail,Accessories,Desk Lamp,5,USD,39,15,195,29.25,165.75,16,80,0,85.75,85.75,51.73,0,4
ORD-00385,2025-05-18,CUS-0227,Corporate,West,Retail,Accessories,Backpack,24,USD,59,20,1416,283.2,1132.8,25,600,0,532.8,532.8,47.03,0,5
ORD-00386,2025-05-18,CUS-0115,Corporate,North,Direct Sales,Technology,Keyboard,9,USD,65,20,585,117,468,28,252,17.84,216,198.16,42.34,1,4
ORD-00387,2025-05-19,CUS-0117,Small Business,North,Retail,Accessories,Desk Lamp,9,USD,39,5,351,17.55,333.45,16,144,0,189.45,189.45,56.82,0,5
ORD-00388,2025-05-19,CUS-0069,Small Business,West,Online,Furniture,Desk,2,USD,350,0,700,0,700,210,420,13.52,280,266.48,38.07,4,5
ORD-00389,2025-05-19,CUS-0045,Consumer,North,Retail,Technology,Monitor,1,USD,249,0,249,0,249,155,155,0,94,94,37.75,0,5
ORD-00390,2025-05-20,CUS-0236,Corporate,North,Direct Sales,Office Supplies,Notebook Set,7,USD,18,10,126,12.6,113.4,7,49,18.02,64.4,46.38,40.9,3,5
ORD-00391,2025-05-20,CUS-0052,Consumer,South,Online,Office Supplies,Notebook Set,3,USD,18,15,54,8.1,45.9,7,21,16.32,24.9,8.58,18.69,7,4
ORD-00392,2025-05-20,CUS-0019,Corporate,North,Online,Technology,Keyboard,21,USD,65,20,1365,273,1092,28,588,31.27,504,472.73,43.29,7,4
ORD-00393,2025-05-21,CUS-0010,Consumer,East,Direct Sales,Technology,Laptop,2,USD,899,10,1798,179.8,1618.2,610,1220,7.31,398.2,390.89,24.16,1,5
ORD-00394,2025-05-21,CUS-0186,Small Business,West,Online,Furniture,Desk,11,USD,350,15,3850,577.5,3272.5,210,2310,23.41,962.5,939.09,28.7,7,3
ORD-00395,2025-05-22,CUS-0081,Corporate,South,Direct Sales,Furniture,Desk,5,USD,350,0,1750,0,1750,210,1050,16.36,700,683.64,39.07,8,3
ORD-00396,2025-05-22,CUS-0149,Corporate,North,Direct Sales,Furniture,Office Chair,8,USD,195,5,1560,78,1482,105,840,20.18,642,621.82,41.96,9,3
ORD-00397,2025-05-22,CUS-0193,Corporate,West,Retail,Accessories,Desk Lamp,25,USD,39,0,975,0,975,16,400,0,575,575,58.97,0,5
ORD-00398,2025-05-22,CUS-0208,Small Business,East,Retail,Furniture,Desk,6,USD,350,0,2100,0,2100,210,1260,0,840,840,40,0,4
ORD-00399,2025-05-23,CUS-0215,Consumer,West,Direct Sales,Accessories,Backpack,5,USD,59,20,295,59,236,25,125,12.65,111,98.35,41.67,9,3
ORD-00400,2025-05-23,CUS-0046,Consumer,West,Retail,Technology,Keyboard,1,USD,65,15,65,9.75,55.25,28,28,0,27.25,27.25,49.32,0,5
ORD-00401,2025-05-24,CUS-0022,Corporate,East,Direct Sales,Furniture,Office Chair,14,USD,195,20,2730,546,2184,105,1470,21.23,714,692.77,31.72,4,4
ORD-00402,2025-05-24,CUS-0066,Consumer,West,Direct Sales,Technology,Laptop,3,USD,899,0,2697,0,2697,610,1830,11.56,867,855.44,31.72,3,4
ORD-00403,2025-05-24,CUS-0226,Corporate,West,Retail,Office Supplies,Printer Ink,3,USD,49,15,147,22.05,124.95,24,72,0,52.95,52.95,42.38,0,5
ORD-00404,2025-05-24,CUS-0200,Corporate,North,Retail,Technology,Monitor,14,USD,249,10,3486,348.6,3137.4,155,2170,0,967.4,967.4,30.83,0,5
ORD-00405,2025-05-24,CUS-0178,Corporate,East,Retail,Technology,Laptop,5,USD,899,20,4495,899,3596,610,3050,0,546,546,15.18,0,5
ORD-00406,2025-05-25,CUS-0114,Small Business,East,Direct Sales,Office Supplies,Paper Pack,1,USD,12,10,12,1.2,10.8,5,5,5.2,5.8,0.6,5.56,3,5
ORD-00407,2025-05-27,CUS-0011,Consumer,South,Online,Furniture,Desk,4,USD,350,20,1400,280,1120,210,840,10.5,280,269.5,24.06,1,5
ORD-00408,2025-05-27,CUS-0181,Small Business,North,Online,Technology,Monitor,7,USD,249,0,1743,0,1743,155,1085,17.65,658,640.35,36.74,1,5
ORD-00409,2025-05-27,CUS-0243,Consumer,North,Online,Furniture,Desk,2,USD,350,5,700,35,665,210,420,9.65,245,235.35,35.39,2,4
ORD-00410,2025-05-27,CUS-0250,Corporate,West,Online,Furniture,Office Chair,14,USD,195,20,2730,546,2184,105,1470,27.25,714,686.75,31.44,3,5
ORD-00411,2025-05-27,CUS-0039,Corporate,East,Direct Sales,Technology,Keyboard,7,USD,65,20,455,91,364,28,196,17.45,168,150.55,41.36,3,4
ORD-00412,2025-05-29,CUS-0061,Small Business,South,Direct Sales,Furniture,Office Chair,10,USD,195,20,1950,390,1560,105,1050,20.21,510,489.79,31.4,4,5
ORD-00413,2025-05-29,CUS-0097,Small Business,East,Online,Office Supplies,Paper Pack,6,USD,12,15,72,10.8,61.2,5,30,16.19,31.2,15.01,24.53,7,3
ORD-00414,2025-05-30,CUS-0027,Corporate,North,Retail,Office Supplies,Paper Pack,21,USD,12,15,252,37.8,214.2,5,105,0,109.2,109.2,50.98,0,4
ORD-00415,2025-05-30,CUS-0015,Corporate,South,Online,Technology,Keyboard,18,USD,65,20,1170,234,936,28,504,30,432,402,42.95,3,5
ORD-00416,2025-05-30,CUS-0191,Small Business,North,Online,Furniture,Desk,7,USD,350,0,2450,0,2450,210,1470,13.43,980,966.57,39.45,3,4
ORD-00417,2025-05-30,CUS-0247,Small Business,East,Retail,Technology,Keyboard,10,USD,65,0,650,0,650,28,280,0,370,370,56.92,0,5
ORD-00418,2025-06-01,CUS-0055,Corporate,East,Retail,Technology,Monitor,8,USD,249,5,1992,99.6,1892.4,155,1240,0,652.4,652.4,34.47,0,5
ORD-00419,2025-06-01,CUS-0083,Consumer,North,Retail,Accessories,Desk Lamp,3,USD,39,0,117,0,117,16,48,0,69,69,58.97,0,4
ORD-00420,2025-06-01,CUS-0073,Corporate,East,Retail,Office Supplies,Notebook Set,23,USD,18,0,414,0,414,7,161,0,253,253,61.11,0,5
ORD-00421,2025-06-02,CUS-0089,Consumer,West,Retail,Office Supplies,Notebook Set,4,USD,18,5,72,3.6,68.4,7,28,0,40.4,40.4,59.06,0,4
ORD-00422,2025-06-02,CUS-0208,Small Business,East,Online,Technology,Laptop,1,USD,899,0,899,0,899,610,610,5.99,289,283.01,31.48,1,5
ORD-00423,2025-06-02,CUS-0028,Consumer,South,Online,Office Supplies,Printer Ink,1,USD,49,0,49,0,49,24,24,8.95,25,16.05,32.76,8,4
ORD-00424,2025-06-02,CUS-0214,Consumer,East,Online,Technology,Keyboard,5,USD,65,0,325,0,325,28,140,18.03,185,166.97,51.38,4,3
ORD-00425,2025-06-03,CUS-0030,Small Business,West,Retail,Office Supplies,Printer Ink,10,USD,49,5,490,24.5,465.5,24,240,0,225.5,225.5,48.44,0,5
ORD-00426,2025-06-03,CUS-0108,Consumer,South,Retail,Technology,Monitor,1,USD,249,15,249,37.35,211.65,155,155,0,56.65,56.65,26.77,0,5
ORD-00427,2025-06-03,CUS-0159,Corporate,East,Direct Sales,Technology,Keyboard,1,USD,65,10,65,6.5,58.5,28,28,8.92,30.5,21.58,36.89,4,5
ORD-00428,2025-06-03,CUS-0137,Corporate,East,Online,Technology,Keyboard,9,USD,65,5,585,29.25,555.75,28,252,21.25,303.75,282.5,50.83,9,4
ORD-00429,2025-06-03,CUS-0138,Small Business,North,Retail,Furniture,Desk,6,USD,350,10,2100,210,1890,210,1260,0,630,630,33.33,0,4
ORD-00430,2025-06-04,CUS-0184,Corporate,East,Online,Accessories,Backpack,19,USD,59,5,1121,56.05,1064.95,25,475,29.96,589.95,559.99,52.58,6,3
ORD-00431,2025-06-04,CUS-0150,Corporate,South,Online,Furniture,Office Chair,8,USD,195,15,1560,234,1326,105,840,20.42,486,465.58,35.11,5,5
ORD-00432,2025-06-05,CUS-0235,Consumer,West,Direct Sales,Office Supplies,Notebook Set,1,USD,18,5,18,0.9,17.1,7,7,11.09,10.1,-0.99,-5.79,9,3
ORD-00433,2025-06-06,CUS-0052,Consumer,South,Direct Sales,Office Supplies,Paper Pack,2,USD,12,20,24,4.8,19.2,5,10,10.71,9.2,-1.51,-7.86,4,4
ORD-00434,2025-06-06,CUS-0223,Corporate,West,Retail,Furniture,Desk,8,USD,350,20,2800,560,2240,210,1680,0,560,560,25,0,5
ORD-00435,2025-06-06,CUS-0112,Corporate,West,Retail,Accessories,Desk Lamp,23,USD,39,10,897,89.7,807.3,16,368,0,439.3,439.3,54.42,0,5
ORD-00436,2025-06-06,CUS-0011,Consumer,South,Direct Sales,Accessories,Backpack,5,USD,59,20,295,59,236,25,125,18.12,111,92.88,39.36,9,3
ORD-00437,2025-06-06,CUS-0231,Corporate,South,Online,Furniture,Desk,15,USD,350,0,5250,0,5250,210,3150,24.94,2100,2075.06,39.52,3,5
ORD-00438,2025-06-07,CUS-0199,Corporate,West,Online,Technology,Keyboard,14,USD,65,20,910,182,728,28,392,21.29,336,314.71,43.23,8,4
ORD-00439,2025-06-07,CUS-0125,Small Business,East,Direct Sales,Furniture,Desk,4,USD,350,5,1400,70,1330,210,840,17.5,490,472.5,35.53,2,4
ORD-00440,2025-06-07,CUS-0240,Corporate,North,Retail,Technology,Laptop,12,USD,899,10,10788,1078.8,9709.2,610,7320,0,2389.2,2389.2,24.61,0,4
ORD-00441,2025-06-07,CUS-0216,Small Business,North,Retail,Accessories,Desk Lamp,9,USD,39,10,351,35.1,315.9,16,144,0,171.9,171.9,54.42,0,5
ORD-00442,2025-06-07,CUS-0074,Corporate,North,Direct Sales,Office Supplies,Notebook Set,2,USD,18,15,36,5.4,30.6,7,14,14.77,16.6,1.83,5.98,6,4
ORD-00443,2025-06-08,CUS-0034,Consumer,East,Direct Sales,Accessories,Backpack,1,USD,59,0,59,0,59,25,25,11.6,34,22.4,37.97,5,5
ORD-00444,2025-06-08,CUS-0080,Consumer,West,Online,Accessories,Backpack,1,USD,59,10,59,5.9,53.1,25,25,7.25,28.1,20.85,39.27,9,3
ORD-00445,2025-06-08,CUS-0249,Small Business,East,Retail,Accessories,Desk Lamp,1,USD,39,10,39,3.9,35.1,16,16,0,19.1,19.1,54.42,0,4
ORD-00446,2025-06-08,CUS-0133,Small Business,South,Direct Sales,Accessories,Desk Lamp,1,USD,39,10,39,3.9,35.1,16,16,8.31,19.1,10.79,30.74,1,4
ORD-00447,2025-06-10,CUS-0212,Small Business,West,Direct Sales,Office Supplies,Notebook Set,8,USD,18,5,144,7.2,136.8,7,56,20.55,80.8,60.25,44.04,6,4
ORD-00448,2025-06-10,CUS-0145,Consumer,East,Online,Technology,Laptop,2,USD,899,0,1798,0,1798,610,1220,12.14,578,565.86,31.47,9,3
ORD-00449,2025-06-10,CUS-0107,Small Business,East,Direct Sales,Furniture,Office Chair,5,USD,195,20,975,195,780,105,525,13.63,255,241.37,30.94,6,5
ORD-00450,2025-06-10,CUS-0064,Corporate,North,Direct Sales,Technology,Monitor,18,USD,249,20,4482,896.4,3585.6,155,2790,34.1,795.6,761.5,21.24,8,4
ORD-00451,2025-06-10,CUS-0236,Corporate,North,Online,Accessories,Backpack,24,USD,59,5,1416,70.8,1345.2,25,600,37.63,745.2,707.57,52.6,1,5
ORD-00452,2025-06-12,CUS-0237,Corporate,West,Retail,Furniture,Desk,14,USD,350,5,4900,245,4655,210,2940,0,1715,1715,36.84,0,5
ORD-00453,2025-06-12,CUS-0011,Consumer,South,Retail,Accessories,Backpack,1,USD,59,10,59,5.9,53.1,25,25,0,28.1,28.1,52.92,0,5
ORD-00454,2025-06-13,CUS-0129,Corporate,East,Online,Technology,Keyboard,3,USD,65,0,195,0,195,28,84,13.27,111,97.73,50.12,6,4
ORD-00455,2025-06-13,CUS-0037,Consumer,South,Direct Sales,Accessories,Desk Lamp,3,USD,39,0,117,0,117,16,48,10.72,69,58.28,49.81,5,4
ORD-00456,2025-06-14,CUS-0196,Consumer,West,Direct Sales,Technology,Monitor,3,USD,249,0,747,0,747,155,465,15.71,282,266.29,35.65,1,5
ORD-00457,2025-06-14,CUS-0212,Small Business,West,Direct Sales,Furniture,Office Chair,1,USD,195,15,195,29.25,165.75,105,105,11.65,60.75,49.1,29.62,6,4
ORD-00458,2025-06-15,CUS-0194,Small Business,South,Direct Sales,Office Supplies,Paper Pack,5,USD,12,15,60,9,51,5,25,11.25,26,14.75,28.92,7,4
ORD-00459,2025-06-15,CUS-0043,Small Business,South,Online,Office Supplies,Printer Ink,1,USD,49,10,49,4.9,44.1,24,24,7.22,20.1,12.88,29.21,4,5
ORD-00460,2025-06-15,CUS-0193,Corporate,West,Direct Sales,Accessories,Backpack,19,USD,59,0,1121,0,1121,25,475,27.02,646,618.98,55.22,9,4
ORD-00461,2025-06-16,CUS-0241,Small Business,East,Retail,Technology,Keyboard,9,USD,65,0,585,0,585,28,252,0,333,333,56.92,0,4
ORD-00462,2025-06-16,CUS-0154,Consumer,South,Retail,Office Supplies,Paper Pack,1,USD,12,0,12,0,12,5,5,0,7,7,58.33,0,5
ORD-00463,2025-06-16,CUS-0016,Small Business,North,Retail,Office Supplies,Paper Pack,3,USD,12,0,36,0,36,5,15,0,21,21,58.33,0,5
ORD-00464,2025-06-16,CUS-0218,Corporate,West,Online,Technology,Keyboard,4,USD,65,0,260,0,260,28,112,10,148,138,53.08,6,4
ORD-00465,2025-06-16,CUS-0126,Corporate,East,Direct Sales,Technology,Monitor,21,USD,249,5,5229,261.45,4967.55,155,3255,35.62,1712.55,1676.93,33.76,3,4
ORD-00466,2025-06-16,CUS-0077,Consumer,South,Retail,Technology,Laptop,1,USD,899,0,899,0,899,610,610,0,289,289,32.15,0,5
ORD-00467,2025-06-17,CUS-0179,Small Business,West,Retail,Technology,Laptop,3,USD,899,5,2697,134.85,2562.15,610,1830,0,732.15,732.15,28.58,0,4
ORD-00468,2025-06-17,CUS-0206,Small Business,West,Direct Sales,Office Supplies,Printer Ink,1,USD,49,5,49,2.45,46.55,24,24,6.29,22.55,16.26,34.93,9,4
ORD-00469,2025-06-17,CUS-0074,Corporate,North,Online,Office Supplies,Notebook Set,17,USD,18,20,306,61.2,244.8,7,119,27.5,125.8,98.3,40.16,2,5
ORD-00470,2025-06-18,CUS-0137,Corporate,East,Direct Sales,Technology,Laptop,25,USD,899,15,22475,3371.25,19103.75,610,15250,36.36,3853.75,3817.39,19.98,9,3
ORD-00471,2025-06-18,CUS-0228,Small Business,West,Online,Technology,Monitor,12,USD,249,15,2988,448.2,2539.8,155,1860,20.39,679.8,659.41,25.96,9,4
ORD-00472,2025-06-18,CUS-0207,Corporate,South,Direct Sales,Office Supplies,Printer Ink,16,USD,49,20,784,156.8,627.2,24,384,31.55,243.2,211.65,33.75,5,4
ORD-00473,2025-06-19,CUS-0064,Corporate,North,Direct Sales,Technology,Monitor,9,USD,249,0,2241,0,2241,155,1395,23.67,846,822.33,36.69,2,5
ORD-00474,2025-06-19,CUS-0250,Corporate,West,Direct Sales,Office Supplies,Paper Pack,8,USD,12,15,96,14.4,81.6,5,40,14.52,41.6,27.08,33.19,1,5
ORD-00475,2025-06-19,CUS-0015,Corporate,South,Retail,Furniture,Desk,21,USD,350,10,7350,735,6615,210,4410,0,2205,2205,33.33,0,5
ORD-00476,2025-06-19,CUS-0084,Corporate,East,Retail,Accessories,Backpack,24,USD,59,15,1416,212.4,1203.6,25,600,0,603.6,603.6,50.15,0,5
ORD-00477,2025-06-20,CUS-0180,Corporate,South,Online,Office Supplies,Paper Pack,12,USD,12,5,144,7.2,136.8,5,60,23.8,76.8,53,38.74,1,5
ORD-00478,2025-06-21,CUS-0109,Consumer,South,Direct Sales,Office Supplies,Printer Ink,5,USD,49,0,245,0,245,24,120,17.96,125,107.04,43.69,2,4
ORD-00479,2025-06-22,CUS-0058,Small Business,South,Online,Technology,Keyboard,8,USD,65,0,520,0,520,28,224,15.51,296,280.49,53.94,4,4
ORD-00480,2025-06-22,CUS-0164,Corporate,South,Online,Furniture,Desk,16,USD,350,5,5600,280,5320,210,3360,27.87,1960,1932.13,36.32,9,4
ORD-00481,2025-06-22,CUS-0028,Consumer,South,Direct Sales,Accessories,Desk Lamp,5,USD,39,0,195,0,195,16,80,10.74,115,104.26,53.47,7,3
ORD-00482,2025-06-22,CUS-0137,Corporate,East,Online,Technology,Monitor,21,USD,249,15,5229,784.35,4444.65,155,3255,33.47,1189.65,1156.18,26.01,3,5
ORD-00483,2025-06-23,CUS-0240,Corporate,North,Direct Sales,Office Supplies,Notebook Set,20,USD,18,15,360,54,306,7,140,36.58,166,129.42,42.29,2,4
ORD-00484,2025-06-23,CUS-0034,Consumer,East,Online,Office Supplies,Paper Pack,1,USD,12,0,12,0,12,5,5,7.95,7,-0.95,-7.92,2,5
ORD-00485,2025-06-24,CUS-0177,Consumer,West,Retail,Office Supplies,Notebook Set,4,USD,18,15,72,10.8,61.2,7,28,0,33.2,33.2,54.25,0,5
ORD-00486,2025-06-24,CUS-0127,Small Business,West,Online,Office Supplies,Paper Pack,7,USD,12,15,84,12.6,71.4,5,35,20.77,36.4,15.63,21.89,6,5
ORD-00487,2025-06-25,CUS-0115,Corporate,North,Retail,Furniture,Desk,19,USD,350,0,6650,0,6650,210,3990,0,2660,2660,40,0,5
ORD-00488,2025-06-26,CUS-0177,Consumer,West,Online,Office Supplies,Notebook Set,5,USD,18,5,90,4.5,85.5,7,35,12.32,50.5,38.18,44.65,3,4
ORD-00489,2025-06-26,CUS-0041,Small Business,East,Online,Office Supplies,Printer Ink,5,USD,49,15,245,36.75,208.25,24,120,10.13,88.25,78.12,37.51,5,4
ORD-00490,2025-06-26,CUS-0216,Small Business,North,Direct Sales,Furniture,Office Chair,3,USD,195,20,585,117,468,105,315,8.12,153,144.88,30.96,4,4
ORD-00491,2025-06-26,CUS-0008,Corporate,South,Direct Sales,Office Supplies,Printer Ink,3,USD,49,10,147,14.7,132.3,24,72,10.33,60.3,49.97,37.77,5,4
ORD-00492,2025-06-27,CUS-0123,Corporate,East,Direct Sales,Technology,Keyboard,8,USD,65,0,520,0,520,28,224,18.46,296,277.54,53.37,4,4
ORD-00493,2025-06-27,CUS-0174,Corporate,East,Direct Sales,Office Supplies,Notebook Set,18,USD,18,5,324,16.2,307.8,7,126,28.8,181.8,153,49.71,1,5
